"no","Agex","Agex_h","p11","p12","p13","p21","p22","p23","name"
"1","56","57","0.98714","0.01002","0.00284","0.14425","0.84996","0.00579","ESFgali"
"1","57","58","0.98581","0.01103","0.00316","0.14878","0.84463","0.00660","ESFgali"
"1","58","59","0.98435","0.01214","0.00351","0.15340","0.83908","0.00752","ESFgali"
"1","59","60","0.98274","0.01335","0.00390","0.15812","0.83331","0.00857","ESFgali"
"1","60","61","0.98097","0.01469","0.00434","0.16294","0.82730","0.00976","ESFgali"
"1","61","62","0.97903","0.01615","0.00482","0.16786","0.82103","0.01112","ESFgali"
"1","62","63","0.97688","0.01776","0.00536","0.17285","0.81449","0.01265","ESFgali"
"1","63","64","0.97453","0.01952","0.00595","0.17793","0.80767","0.01440","ESFgali"
"1","64","65","0.97194","0.02145","0.00662","0.18308","0.80053","0.01639","ESFgali"
"1","65","66","0.96909","0.02356","0.00736","0.18829","0.79307","0.01864","ESFgali"
"1","66","67","0.96596","0.02586","0.00818","0.19356","0.78526","0.02119","ESFgali"
"1","67","68","0.96253","0.02838","0.00909","0.19886","0.77707","0.02407","ESFgali"
"1","68","69","0.95876","0.03114","0.01010","0.20419","0.76847","0.02734","ESFgali"
"1","69","70","0.95463","0.03414","0.01123","0.20952","0.75944","0.03104","ESFgali"
"1","70","71","0.95011","0.03741","0.01248","0.21484","0.74995","0.03521","ESFgali"
"1","71","72","0.94515","0.04098","0.01387","0.22012","0.73996","0.03992","ESFgali"
"1","72","73","0.93973","0.04485","0.01542","0.22533","0.72944","0.04523","ESFgali"
"1","73","74","0.93381","0.04905","0.01715","0.23044","0.71836","0.05120","ESFgali"
"1","74","75","0.92734","0.05360","0.01906","0.23543","0.70666","0.05791","ESFgali"
"1","75","76","0.92028","0.05852","0.02120","0.24024","0.69431","0.06544","ESFgali"
"1","76","77","0.91259","0.06383","0.02357","0.24484","0.68128","0.07388","ESFgali"
"1","77","78","0.90422","0.06956","0.02622","0.24918","0.66752","0.08330","ESFgali"
"1","78","79","0.89513","0.07570","0.02917","0.25320","0.65298","0.09381","ESFgali"
"1","79","80","0.88527","0.08229","0.03245","0.25685","0.63765","0.10550","ESFgali"
"1","80","81","0.87458","0.08932","0.03610","0.26007","0.62147","0.11847","ESFgali"
"1","81","82","0.86302","0.09680","0.04018","0.26278","0.60442","0.13281","ESFgali"
"1","82","83","0.85055","0.10474","0.04471","0.26491","0.58648","0.14861","ESFgali"
"1","83","84","0.83711","0.11312","0.04977","0.26640","0.56764","0.16596","ESFgali"
"1","84","85","0.82267","0.12193","0.05540","0.26717","0.54789","0.18494","ESFgali"
"1","85","86","0.80718","0.13115","0.06167","0.26715","0.52726","0.20559","ESFgali"
"1","86","87","0.79062","0.14073","0.06865","0.26626","0.50577","0.22797","ESFgali"
"1","87","88","0.77295","0.15063","0.07642","0.26444","0.48348","0.25208","ESFgali"
"1","88","89","0.75417","0.16079","0.08504","0.26164","0.46046","0.27790","ESFgali"
"1","89","90","0.73426","0.17114","0.09461","0.25780","0.43681","0.30539","ESFgali"
"1","90","91","0.71322","0.18158","0.10520","0.25290","0.41264","0.33446","ESFgali"
"1","50","51","0.93767","0.06030","0.00204","0.22526","0.77317","0.00156","ESFsr"
"1","51","52","0.93421","0.06364","0.00215","0.22040","0.77783","0.00177","ESFsr"
"1","52","53","0.93057","0.06716","0.00227","0.21561","0.78239","0.00200","ESFsr"
"1","53","54","0.92675","0.07085","0.00240","0.21088","0.78685","0.00226","ESFsr"
"1","54","55","0.92273","0.07474","0.00253","0.20622","0.79121","0.00256","ESFsr"
"1","55","56","0.91851","0.07882","0.00267","0.20163","0.79547","0.00291","ESFsr"
"1","56","57","0.91407","0.08310","0.00282","0.19710","0.79961","0.00329","ESFsr"
"1","57","58","0.90942","0.08760","0.00298","0.19264","0.80363","0.00373","ESFsr"
"1","58","59","0.90453","0.09231","0.00315","0.18824","0.80753","0.00423","ESFsr"
"1","59","60","0.89941","0.09726","0.00334","0.18390","0.81130","0.00480","ESFsr"
"1","60","61","0.89404","0.10244","0.00353","0.17962","0.81493","0.00545","ESFsr"
"1","61","62","0.88841","0.10786","0.00373","0.17540","0.81842","0.00618","ESFsr"
"1","62","63","0.88251","0.11353","0.00395","0.17124","0.82175","0.00702","ESFsr"
"1","63","64","0.87634","0.11947","0.00419","0.16713","0.82490","0.00797","ESFsr"
"1","64","65","0.86989","0.12567","0.00444","0.16308","0.82788","0.00904","ESFsr"
"1","65","66","0.86314","0.13214","0.00471","0.15908","0.83066","0.01026","ESFsr"
"1","66","67","0.85609","0.13890","0.00501","0.15513","0.83322","0.01165","ESFsr"
"1","67","68","0.84873","0.14595","0.00533","0.15123","0.83555","0.01322","ESFsr"
"1","68","69","0.84105","0.15328","0.00567","0.14738","0.83762","0.01500","ESFsr"
"1","69","70","0.83304","0.16092","0.00605","0.14357","0.83940","0.01703","ESFsr"
"1","70","71","0.82469","0.16885","0.00646","0.13981","0.84087","0.01932","ESFsr"
"1","71","72","0.81600","0.17709","0.00691","0.13608","0.84200","0.02191","ESFsr"
"1","72","73","0.80697","0.18563","0.00740","0.13239","0.84275","0.02485","ESFsr"
"1","73","74","0.79757","0.19448","0.00795","0.12874","0.84308","0.02818","ESFsr"
"1","74","75","0.78782","0.20362","0.00856","0.12511","0.84295","0.03194","ESFsr"
"1","75","76","0.77770","0.21307","0.00923","0.12151","0.84230","0.03619","ESFsr"
"1","76","77","0.76721","0.22280","0.00999","0.11794","0.84107","0.04099","ESFsr"
"1","77","78","0.75635","0.23282","0.01083","0.11439","0.83921","0.04639","ESFsr"
"1","78","79","0.74512","0.24310","0.01178","0.11086","0.83665","0.05249","ESFsr"
"1","79","80","0.73351","0.25364","0.01285","0.10734","0.83332","0.05934","ESFsr"
"1","80","81","0.72153","0.26441","0.01407","0.10383","0.82913","0.06704","ESFsr"
"1","81","82","0.70918","0.27538","0.01544","0.10033","0.82399","0.07568","ESFsr"
"1","82","83","0.69646","0.28654","0.01700","0.09683","0.81782","0.08535","ESFsr"
"1","83","84","0.68338","0.29784","0.01878","0.09333","0.81051","0.09616","ESFsr"
"1","84","85","0.66995","0.30925","0.02081","0.08982","0.80196","0.10821","ESFsr"
"1","85","86","0.65617","0.32072","0.02312","0.08632","0.79207","0.12161","ESFsr"
"1","86","87","0.64205","0.33219","0.02575","0.08280","0.78073","0.13647","ESFsr"
"1","87","88","0.62762","0.34362","0.02876","0.07927","0.76783","0.15291","ESFsr"
"1","88","89","0.61287","0.35493","0.03220","0.07573","0.75326","0.17101","ESFsr"
"1","89","90","0.59783","0.36606","0.03611","0.07217","0.73695","0.19088","ESFsr"
"1","90","91","0.58252","0.37692","0.04056","0.06861","0.71880","0.21259","ESFsr"
"1","50","51","0.99042","0.00310","0.00648","0.15795","0.82247","0.01958","ESMadl"
"1","51","52","0.98961","0.00347","0.00692","0.16107","0.81793","0.02100","ESMadl"
"1","52","53","0.98873","0.00388","0.00739","0.16422","0.81325","0.02253","ESMadl"
"1","53","54","0.98778","0.00433","0.00789","0.16741","0.80843","0.02416","ESMadl"
"1","54","55","0.98674","0.00484","0.00843","0.17063","0.80346","0.02591","ESMadl"
"1","55","56","0.98560","0.00540","0.00900","0.17387","0.79835","0.02778","ESMadl"
"1","56","57","0.98436","0.00603","0.00961","0.17714","0.79308","0.02978","ESMadl"
"1","57","58","0.98300","0.00673","0.01026","0.18043","0.78765","0.03192","ESMadl"
"1","58","59","0.98152","0.00752","0.01096","0.18374","0.78206","0.03421","ESMadl"
"1","59","60","0.97991","0.00839","0.01170","0.18706","0.77629","0.03665","ESMadl"
"1","60","61","0.97814","0.00936","0.01249","0.19039","0.77035","0.03926","ESMadl"
"1","61","62","0.97621","0.01045","0.01334","0.19374","0.76422","0.04204","ESMadl"
"1","62","63","0.97410","0.01166","0.01424","0.19708","0.75791","0.04501","ESMadl"
"1","63","64","0.97179","0.01300","0.01521","0.20042","0.75140","0.04818","ESMadl"
"1","64","65","0.96927","0.01449","0.01624","0.20374","0.74470","0.05156","ESMadl"
"1","65","66","0.96651","0.01615","0.01734","0.20705","0.73779","0.05516","ESMadl"
"1","66","67","0.96350","0.01800","0.01851","0.21034","0.73066","0.05900","ESMadl"
"1","67","68","0.96020","0.02005","0.01976","0.21359","0.72333","0.06308","ESMadl"
"1","68","69","0.95659","0.02232","0.02109","0.21680","0.71577","0.06743","ESMadl"
"1","69","70","0.95264","0.02484","0.02252","0.21997","0.70798","0.07205","ESMadl"
"1","70","71","0.94833","0.02764","0.02404","0.22307","0.69997","0.07696","ESMadl"
"1","71","72","0.94361","0.03073","0.02566","0.22610","0.69173","0.08218","ESMadl"
"1","72","73","0.93846","0.03415","0.02739","0.22904","0.68325","0.08771","ESMadl"
"1","73","74","0.93283","0.03794","0.02924","0.23190","0.67453","0.09358","ESMadl"
"1","74","75","0.92668","0.04211","0.03121","0.23464","0.66557","0.09980","ESMadl"
"1","75","76","0.91998","0.04671","0.03332","0.23725","0.65637","0.10638","ESMadl"
"1","76","77","0.91267","0.05177","0.03556","0.23973","0.64692","0.11334","ESMadl"
"1","77","78","0.90470","0.05734","0.03796","0.24205","0.63724","0.12070","ESMadl"
"1","78","79","0.89604","0.06345","0.04052","0.24420","0.62733","0.12847","ESMadl"
"1","79","80","0.88662","0.07013","0.04325","0.24615","0.61718","0.13667","ESMadl"
"1","80","81","0.87639","0.07744","0.04617","0.24790","0.60681","0.14530","ESMadl"
"1","81","82","0.86530","0.08542","0.04928","0.24941","0.59621","0.15438","ESMadl"
"1","82","83","0.85330","0.09409","0.05261","0.25066","0.58541","0.16393","ESMadl"
"1","83","84","0.84034","0.10350","0.05616","0.25164","0.57441","0.17395","ESMadl"
"1","84","85","0.82637","0.11368","0.05995","0.25233","0.56322","0.18445","ESMadl"
"1","85","86","0.81135","0.12465","0.06400","0.25269","0.55186","0.19544","ESMadl"
"1","86","87","0.79523","0.13644","0.06833","0.25272","0.54035","0.20693","ESMadl"
"1","87","88","0.77799","0.14906","0.07295","0.25238","0.52871","0.21892","ESMadl"
"1","88","89","0.75960","0.16251","0.07789","0.25165","0.51695","0.23140","ESMadl"
"1","89","90","0.74007","0.17676","0.08317","0.25052","0.50509","0.24439","ESMadl"
"1","90","91","0.71939","0.19180","0.08880","0.24896","0.49317","0.25786","ESMadl"
"1","50","51","0.96067","0.03407","0.00526","0.64109","0.30927","0.04965","ESMgali"
"1","51","52","0.95954","0.03482","0.00564","0.63140","0.31540","0.05320","ESMgali"
"1","52","53","0.95837","0.03558","0.00605","0.62158","0.32144","0.05698","ESMgali"
"1","53","54","0.95716","0.03636","0.00648","0.61162","0.32737","0.06101","ESMgali"
"1","54","55","0.95591","0.03714","0.00695","0.60153","0.33318","0.06529","ESMgali"
"1","55","56","0.95461","0.03794","0.00745","0.59132","0.33885","0.06984","ESMgali"
"1","56","57","0.95326","0.03875","0.00799","0.58098","0.34436","0.07466","ESMgali"
"1","57","58","0.95187","0.03957","0.00856","0.57052","0.34969","0.07978","ESMgali"
"1","58","59","0.95043","0.04040","0.00917","0.55995","0.35484","0.08521","ESMgali"
"1","59","60","0.94893","0.04124","0.00983","0.54927","0.35977","0.09096","ESMgali"
"1","60","61","0.94738","0.04209","0.01054","0.53848","0.36448","0.09704","ESMgali"
"1","61","62","0.94576","0.04295","0.01129","0.52759","0.36894","0.10347","ESMgali"
"1","62","63","0.94409","0.04381","0.01210","0.51661","0.37314","0.11026","ESMgali"
"1","63","64","0.94235","0.04469","0.01296","0.50553","0.37705","0.11742","ESMgali"
"1","64","65","0.94055","0.04557","0.01388","0.49437","0.38065","0.12497","ESMgali"
"1","65","66","0.93868","0.04646","0.01487","0.48314","0.38394","0.13293","ESMgali"
"1","66","67","0.93673","0.04735","0.01592","0.47183","0.38688","0.14129","ESMgali"
"1","67","68","0.93470","0.04825","0.01705","0.46046","0.38945","0.15008","ESMgali"
"1","68","69","0.93259","0.04915","0.01826","0.44904","0.39165","0.15931","ESMgali"
"1","69","70","0.93040","0.05005","0.01955","0.43757","0.39346","0.16898","ESMgali"
"1","70","71","0.92812","0.05096","0.02092","0.42606","0.39485","0.17910","ESMgali"
"1","71","72","0.92574","0.05187","0.02239","0.41451","0.39580","0.18968","ESMgali"
"1","72","73","0.92326","0.05278","0.02396","0.40295","0.39631","0.20073","ESMgali"
"1","73","74","0.92069","0.05368","0.02563","0.39138","0.39636","0.21226","ESMgali"
"1","74","75","0.91800","0.05459","0.02742","0.37981","0.39594","0.22426","ESMgali"
"1","75","76","0.91519","0.05548","0.02932","0.36824","0.39503","0.23673","ESMgali"
"1","76","77","0.91227","0.05638","0.03135","0.35670","0.39362","0.24968","ESMgali"
"1","77","78","0.90922","0.05726","0.03352","0.34519","0.39172","0.26310","ESMgali"
"1","78","79","0.90604","0.05814","0.03582","0.33372","0.38930","0.27698","ESMgali"
"1","79","80","0.90272","0.05901","0.03827","0.32231","0.38637","0.29132","ESMgali"
"1","80","81","0.89925","0.05986","0.04089","0.31097","0.38292","0.30611","ESMgali"
"1","81","82","0.89563","0.06071","0.04367","0.29971","0.37896","0.32133","ESMgali"
"1","82","83","0.89185","0.06153","0.04662","0.28854","0.37449","0.33696","ESMgali"
"1","83","84","0.88789","0.06234","0.04977","0.27749","0.36952","0.35299","ESMgali"
"1","84","85","0.88377","0.06313","0.05310","0.26655","0.36405","0.36940","ESMgali"
"1","85","86","0.87945","0.06390","0.05665","0.25575","0.35810","0.38615","ESMgali"
"1","86","87","0.87494","0.06465","0.06041","0.24509","0.35169","0.40322","ESMgali"
"1","87","88","0.87023","0.06537","0.06441","0.23460","0.34482","0.42058","ESMgali"
"1","88","89","0.86530","0.06606","0.06864","0.22428","0.33753","0.43820","ESMgali"
"1","89","90","0.86015","0.06673","0.07312","0.21414","0.32982","0.45603","ESMgali"
"1","90","91","0.85476","0.06736","0.07787","0.20421","0.32174","0.47405","ESMgali"
"1","50","51","0.91150","0.08706","0.00144","0.29433","0.68762","0.01805","ESMsr"
"1","51","52","0.90835","0.09006","0.00159","0.28642","0.69435","0.01923","ESMsr"
"1","52","53","0.90509","0.09315","0.00176","0.27864","0.70088","0.02048","ESMsr"
"1","53","54","0.90173","0.09633","0.00194","0.27098","0.70721","0.02181","ESMsr"
"1","54","55","0.89826","0.09959","0.00214","0.26346","0.71332","0.02322","ESMsr"
"1","55","56","0.89468","0.10295","0.00236","0.25607","0.71922","0.02471","ESMsr"
"1","56","57","0.89099","0.10641","0.00260","0.24881","0.72489","0.02630","ESMsr"
"1","57","58","0.88717","0.10996","0.00287","0.24168","0.73035","0.02797","ESMsr"
"1","58","59","0.88323","0.11360","0.00317","0.23469","0.73557","0.02975","ESMsr"
"1","59","60","0.87917","0.11734","0.00349","0.22782","0.74055","0.03163","ESMsr"
"1","60","61","0.87497","0.12118","0.00385","0.22109","0.74529","0.03362","ESMsr"
"1","61","62","0.87064","0.12512","0.00424","0.21449","0.74979","0.03572","ESMsr"
"1","62","63","0.86617","0.12916","0.00467","0.20802","0.75403","0.03795","ESMsr"
"1","63","64","0.86156","0.13330","0.00514","0.20168","0.75801","0.04030","ESMsr"
"1","64","65","0.85680","0.13753","0.00567","0.19548","0.76173","0.04279","ESMsr"
"1","65","66","0.85189","0.14187","0.00624","0.18940","0.76518","0.04542","ESMsr"
"1","66","67","0.84682","0.14631","0.00687","0.18345","0.76836","0.04820","ESMsr"
"1","67","68","0.84159","0.15085","0.00756","0.17762","0.77125","0.05113","ESMsr"
"1","68","69","0.83620","0.15548","0.00832","0.17192","0.77385","0.05423","ESMsr"
"1","69","70","0.83063","0.16022","0.00916","0.16635","0.77616","0.05749","ESMsr"
"1","70","71","0.82488","0.16505","0.01007","0.16090","0.77816","0.06094","ESMsr"
"1","71","72","0.81894","0.16998","0.01108","0.15557","0.77986","0.06457","ESMsr"
"1","72","73","0.81282","0.17499","0.01218","0.15036","0.78124","0.06840","ESMsr"
"1","73","74","0.80650","0.18010","0.01339","0.14527","0.78229","0.07244","ESMsr"
"1","74","75","0.79998","0.18530","0.01472","0.14030","0.78302","0.07669","ESMsr"
"1","75","76","0.79325","0.19058","0.01618","0.13544","0.78340","0.08116","ESMsr"
"1","76","77","0.78630","0.19593","0.01777","0.13070","0.78344","0.08586","ESMsr"
"1","77","78","0.77912","0.20137","0.01951","0.12607","0.78312","0.09081","ESMsr"
"1","78","79","0.77171","0.20686","0.02142","0.12155","0.78244","0.09601","ESMsr"
"1","79","80","0.76406","0.21242","0.02351","0.11714","0.78139","0.10147","ESMsr"
"1","80","81","0.75616","0.21804","0.02580","0.11283","0.77997","0.10720","ESMsr"
"1","81","82","0.74801","0.22369","0.02830","0.10863","0.77815","0.11322","ESMsr"
"1","82","83","0.73958","0.22939","0.03103","0.10454","0.77594","0.11953","ESMsr"
"1","83","84","0.73089","0.23511","0.03400","0.10054","0.77332","0.12614","ESMsr"
"1","84","85","0.72190","0.24084","0.03725","0.09665","0.77029","0.13306","ESMsr"
"1","85","86","0.71262","0.24658","0.04080","0.09286","0.76684","0.14030","ESMsr"
"1","86","87","0.70304","0.25230","0.04466","0.08916","0.76296","0.14788","ESMsr"
"1","87","88","0.69314","0.25800","0.04886","0.08556","0.75865","0.15579","ESMsr"
"1","88","89","0.68292","0.26364","0.05343","0.08205","0.75389","0.16406","ESMsr"
"1","89","90","0.67236","0.26923","0.05840","0.07863","0.74869","0.17268","ESMsr"
"1","90","91","0.66147","0.27473","0.06380","0.07531","0.74302","0.18167","ESMsr"
"1","50","51","0.98413","0.01558","0.00029","0.44160","0.53202","0.02638","FRFadl"
"1","51","52","0.98334","0.01633","0.00033","0.43501","0.53796","0.02703","FRFadl"
"1","52","53","0.98251","0.01712","0.00037","0.42845","0.54386","0.02769","FRFadl"
"1","53","54","0.98163","0.01794","0.00042","0.42193","0.54971","0.02836","FRFadl"
"1","54","55","0.98072","0.01880","0.00048","0.41544","0.55551","0.02905","FRFadl"
"1","55","56","0.97975","0.01970","0.00055","0.40899","0.56125","0.02975","FRFadl"
"1","56","57","0.97873","0.02064","0.00063","0.40258","0.56695","0.03047","FRFadl"
"1","57","58","0.97765","0.02163","0.00072","0.39621","0.57259","0.03120","FRFadl"
"1","58","59","0.97652","0.02266","0.00082","0.38989","0.57817","0.03194","FRFadl"
"1","59","60","0.97532","0.02374","0.00095","0.38360","0.58370","0.03270","FRFadl"
"1","60","61","0.97405","0.02486","0.00109","0.37736","0.58917","0.03347","FRFadl"
"1","61","62","0.97270","0.02604","0.00126","0.37116","0.59458","0.03426","FRFadl"
"1","62","63","0.97128","0.02727","0.00145","0.36501","0.59993","0.03506","FRFadl"
"1","63","64","0.96976","0.02856","0.00168","0.35891","0.60521","0.03588","FRFadl"
"1","64","65","0.96815","0.02990","0.00195","0.35285","0.61043","0.03671","FRFadl"
"1","65","66","0.96644","0.03130","0.00226","0.34685","0.61559","0.03757","FRFadl"
"1","66","67","0.96461","0.03276","0.00263","0.34089","0.62067","0.03844","FRFadl"
"1","67","68","0.96266","0.03429","0.00306","0.33497","0.62570","0.03933","FRFadl"
"1","68","69","0.96056","0.03588","0.00356","0.32911","0.63065","0.04024","FRFadl"
"1","69","70","0.95831","0.03754","0.00415","0.32330","0.63553","0.04117","FRFadl"
"1","70","71","0.95589","0.03927","0.00484","0.31753","0.64034","0.04213","FRFadl"
"1","71","72","0.95327","0.04107","0.00565","0.31181","0.64508","0.04310","FRFadl"
"1","72","73","0.95045","0.04295","0.00661","0.30614","0.64975","0.04411","FRFadl"
"1","73","74","0.94738","0.04490","0.00772","0.30052","0.65435","0.04513","FRFadl"
"1","74","75","0.94404","0.04693","0.00904","0.29494","0.65887","0.04619","FRFadl"
"1","75","76","0.94039","0.04903","0.01058","0.28940","0.66332","0.04728","FRFadl"
"1","76","77","0.93640","0.05121","0.01238","0.28391","0.66769","0.04840","FRFadl"
"1","77","78","0.93203","0.05347","0.01450","0.27846","0.67198","0.04956","FRFadl"
"1","78","79","0.92720","0.05581","0.01699","0.27304","0.67620","0.05076","FRFadl"
"1","79","80","0.92188","0.05822","0.01990","0.26766","0.68034","0.05200","FRFadl"
"1","80","81","0.91599","0.06070","0.02331","0.26231","0.68440","0.05329","FRFadl"
"1","81","82","0.90945","0.06325","0.02730","0.25698","0.68839","0.05463","FRFadl"
"1","82","83","0.90217","0.06586","0.03197","0.25168","0.69229","0.05603","FRFadl"
"1","83","84","0.89406","0.06853","0.03741","0.24640","0.69611","0.05749","FRFadl"
"1","84","85","0.88500","0.07124","0.04376","0.24113","0.69985","0.05902","FRFadl"
"1","85","86","0.87487","0.07398","0.05116","0.23586","0.70351","0.06063","FRFadl"
"1","86","87","0.86352","0.07673","0.05975","0.23059","0.70709","0.06232","FRFadl"
"1","87","88","0.85082","0.07948","0.06970","0.22531","0.71058","0.06411","FRFadl"
"1","88","89","0.83659","0.08220","0.08121","0.22001","0.71398","0.06601","FRFadl"
"1","89","90","0.82067","0.08486","0.09447","0.21469","0.71730","0.06801","FRFadl"
"1","90","91","0.80287","0.08743","0.10970","0.20933","0.72052","0.07015","FRFadl"
"1","50","51","0.97560","0.02418","0.00022","0.33592","0.64109","0.02299","FRFgali"
"1","51","52","0.97474","0.02501","0.00025","0.33225","0.64403","0.02372","FRFgali"
"1","52","53","0.97385","0.02587","0.00027","0.32859","0.64694","0.02447","FRFgali"
"1","53","54","0.97294","0.02676","0.00030","0.32495","0.64980","0.02525","FRFgali"
"1","54","55","0.97198","0.02768","0.00034","0.32133","0.65262","0.02605","FRFgali"
"1","55","56","0.97099","0.02863","0.00038","0.31773","0.65540","0.02687","FRFgali"
"1","56","57","0.96997","0.02961","0.00042","0.31414","0.65814","0.02772","FRFgali"
"1","57","58","0.96890","0.03062","0.00048","0.31058","0.66083","0.02859","FRFgali"
"1","58","59","0.96780","0.03166","0.00054","0.30703","0.66348","0.02949","FRFgali"
"1","59","60","0.96665","0.03274","0.00061","0.30350","0.66609","0.03042","FRFgali"
"1","60","61","0.96545","0.03386","0.00070","0.29998","0.66865","0.03137","FRFgali"
"1","61","62","0.96419","0.03500","0.00080","0.29649","0.67116","0.03235","FRFgali"
"1","62","63","0.96289","0.03619","0.00092","0.29301","0.67362","0.03337","FRFgali"
"1","63","64","0.96152","0.03741","0.00107","0.28955","0.67604","0.03441","FRFgali"
"1","64","65","0.96009","0.03867","0.00124","0.28611","0.67840","0.03549","FRFgali"
"1","65","66","0.95858","0.03998","0.00144","0.28269","0.68072","0.03659","FRFgali"
"1","66","67","0.95699","0.04132","0.00169","0.27928","0.68298","0.03774","FRFgali"
"1","67","68","0.95532","0.04270","0.00199","0.27589","0.68520","0.03892","FRFgali"
"1","68","69","0.95354","0.04412","0.00234","0.27251","0.68736","0.04013","FRFgali"
"1","69","70","0.95165","0.04559","0.00277","0.26915","0.68946","0.04139","FRFgali"
"1","70","71","0.94962","0.04710","0.00328","0.26580","0.69151","0.04268","FRFgali"
"1","71","72","0.94745","0.04865","0.00390","0.26247","0.69351","0.04402","FRFgali"
"1","72","73","0.94511","0.05024","0.00464","0.25915","0.69545","0.04540","FRFgali"
"1","73","74","0.94258","0.05188","0.00555","0.25583","0.69733","0.04684","FRFgali"
"1","74","75","0.93981","0.05356","0.00663","0.25253","0.69916","0.04832","FRFgali"
"1","75","76","0.93677","0.05528","0.00795","0.24923","0.70092","0.04985","FRFgali"
"1","76","77","0.93343","0.05704","0.00954","0.24593","0.70262","0.05145","FRFgali"
"1","77","78","0.92971","0.05883","0.01146","0.24263","0.70426","0.05310","FRFgali"
"1","78","79","0.92556","0.06066","0.01378","0.23933","0.70584","0.05483","FRFgali"
"1","79","80","0.92090","0.06251","0.01658","0.23602","0.70735","0.05663","FRFgali"
"1","80","81","0.91564","0.06439","0.01997","0.23269","0.70880","0.05850","FRFgali"
"1","81","82","0.90966","0.06628","0.02405","0.22935","0.71018","0.06047","FRFgali"
"1","82","83","0.90284","0.06818","0.02898","0.22597","0.71149","0.06254","FRFgali"
"1","83","84","0.89503","0.07007","0.03491","0.22256","0.71273","0.06471","FRFgali"
"1","84","85","0.88604","0.07193","0.04203","0.21910","0.71390","0.06700","FRFgali"
"1","85","86","0.87568","0.07374","0.05058","0.21558","0.71500","0.06943","FRFgali"
"1","86","87","0.86370","0.07549","0.06081","0.21198","0.71601","0.07201","FRFgali"
"1","87","88","0.84986","0.07714","0.07301","0.20829","0.71695","0.07476","FRFgali"
"1","88","89","0.83385","0.07865","0.08751","0.20450","0.71781","0.07769","FRFgali"
"1","89","90","0.81536","0.07999","0.10466","0.20058","0.71858","0.08084","FRFgali"
"1","90","91","0.79406","0.08110","0.12484","0.19652","0.71927","0.08422","FRFgali"
"1","50","51","0.94047","0.05942","0.00011","0.15539","0.83818","0.00643","FRFsr"
"1","51","52","0.93850","0.06138","0.00012","0.15507","0.83806","0.00687","FRFsr"
"1","52","53","0.93646","0.06340","0.00013","0.15475","0.83791","0.00734","FRFsr"
"1","53","54","0.93437","0.06549","0.00014","0.15442","0.83774","0.00784","FRFsr"
"1","54","55","0.93220","0.06764","0.00016","0.15408","0.83754","0.00838","FRFsr"
"1","55","56","0.92997","0.06986","0.00018","0.15373","0.83731","0.00896","FRFsr"
"1","56","57","0.92767","0.07214","0.00019","0.15338","0.83705","0.00957","FRFsr"
"1","57","58","0.92530","0.07449","0.00021","0.15302","0.83675","0.01023","FRFsr"
"1","58","59","0.92285","0.07691","0.00024","0.15266","0.83642","0.01093","FRFsr"
"1","59","60","0.92033","0.07941","0.00026","0.15228","0.83605","0.01167","FRFsr"
"1","60","61","0.91774","0.08198","0.00029","0.15189","0.83564","0.01247","FRFsr"
"1","61","62","0.91506","0.08462","0.00032","0.15150","0.83518","0.01332","FRFsr"
"1","62","63","0.91231","0.08734","0.00035","0.15110","0.83467","0.01423","FRFsr"
"1","63","64","0.90947","0.09014","0.00039","0.15068","0.83412","0.01520","FRFsr"
"1","64","65","0.90655","0.09302","0.00043","0.15026","0.83350","0.01624","FRFsr"
"1","65","66","0.90354","0.09598","0.00048","0.14982","0.83284","0.01734","FRFsr"
"1","66","67","0.90044","0.09903","0.00053","0.14937","0.83210","0.01852","FRFsr"
"1","67","68","0.89725","0.10216","0.00059","0.14891","0.83131","0.01978","FRFsr"
"1","68","69","0.89396","0.10538","0.00066","0.14844","0.83044","0.02112","FRFsr"
"1","69","70","0.89058","0.10869","0.00073","0.14795","0.82949","0.02255","FRFsr"
"1","70","71","0.88709","0.11209","0.00082","0.14745","0.82847","0.02408","FRFsr"
"1","71","72","0.88350","0.11557","0.00092","0.14693","0.82736","0.02571","FRFsr"
"1","72","73","0.87980","0.11915","0.00105","0.14639","0.82616","0.02745","FRFsr"
"1","73","74","0.87598","0.12282","0.00120","0.14584","0.82486","0.02930","FRFsr"
"1","74","75","0.87202","0.12659","0.00139","0.14527","0.82345","0.03128","FRFsr"
"1","75","76","0.86792","0.13044","0.00164","0.14468","0.82194","0.03339","FRFsr"
"1","76","77","0.86365","0.13439","0.00196","0.14406","0.82031","0.03563","FRFsr"
"1","77","78","0.85919","0.13842","0.00239","0.14342","0.81855","0.03803","FRFsr"
"1","78","79","0.85448","0.14253","0.00300","0.14275","0.81666","0.04059","FRFsr"
"1","79","80","0.84945","0.14671","0.00384","0.14205","0.81462","0.04332","FRFsr"
"1","80","81","0.84401","0.15095","0.00504","0.14131","0.81244","0.04625","FRFsr"
"1","81","82","0.83800","0.15522","0.00678","0.14053","0.81009","0.04937","FRFsr"
"1","82","83","0.83119","0.15948","0.00933","0.13969","0.80758","0.05273","FRFsr"
"1","83","84","0.82326","0.16368","0.01306","0.13877","0.80488","0.05635","FRFsr"
"1","84","85","0.81371","0.16772","0.01857","0.13776","0.80198","0.06026","FRFsr"
"1","85","86","0.80184","0.17146","0.02670","0.13661","0.79887","0.06452","FRFsr"
