"no","Agex","Agex_h","p11","p12","p13","p21","p22","p23","name"
"1","84","85","0.85780","0.06919","0.07301","0.07918","0.57846","0.34235","DKMadl"
"1","85","86","0.84568","0.07172","0.08260","0.07380","0.56140","0.36479","DKMadl"
"1","86","87","0.83246","0.07421","0.09333","0.06863","0.54339","0.38798","DKMadl"
"1","87","88","0.81804","0.07664","0.10532","0.06366","0.52448","0.41186","DKMadl"
"1","88","89","0.80234","0.07899","0.11867","0.05890","0.50477","0.43633","DKMadl"
"1","89","90","0.78528","0.08122","0.13350","0.05434","0.48434","0.46132","DKMadl"
"1","90","91","0.76678","0.08330","0.14991","0.05000","0.46329","0.48672","DKMadl"
"1","50","51","0.98309","0.01658","0.00033","0.24706","0.71788","0.03505","DKMgali"
"1","51","52","0.98222","0.01739","0.00039","0.24339","0.71892","0.03769","DKMgali"
"1","52","53","0.98130","0.01824","0.00045","0.23972","0.71976","0.04052","DKMgali"
"1","53","54","0.98034","0.01913","0.00053","0.23605","0.72040","0.04355","DKMgali"
"1","54","55","0.97932","0.02006","0.00062","0.23239","0.72081","0.04680","DKMgali"
"1","55","56","0.97824","0.02103","0.00073","0.22872","0.72100","0.05028","DKMgali"
"1","56","57","0.97710","0.02205","0.00085","0.22505","0.72095","0.05400","DKMgali"
"1","57","58","0.97589","0.02311","0.00100","0.22138","0.72063","0.05799","DKMgali"
"1","58","59","0.97461","0.02422","0.00117","0.21770","0.72005","0.06225","DKMgali"
"1","59","60","0.97325","0.02538","0.00137","0.21402","0.71917","0.06681","DKMgali"
"1","60","61","0.97180","0.02659","0.00161","0.21033","0.71799","0.07168","DKMgali"
"1","61","62","0.97025","0.02785","0.00190","0.20663","0.71650","0.07688","DKMgali"
"1","62","63","0.96860","0.02917","0.00223","0.20291","0.71466","0.08243","DKMgali"
"1","63","64","0.96682","0.03055","0.00263","0.19918","0.71247","0.08834","DKMgali"
"1","64","65","0.96492","0.03198","0.00310","0.19544","0.70991","0.09465","DKMgali"
"1","65","66","0.96287","0.03346","0.00366","0.19168","0.70695","0.10137","DKMgali"
"1","66","67","0.96066","0.03501","0.00433","0.18790","0.70359","0.10851","DKMgali"
"1","67","68","0.95826","0.03662","0.00511","0.18410","0.69979","0.11611","DKMgali"
"1","68","69","0.95566","0.03829","0.00605","0.18027","0.69555","0.12418","DKMgali"
"1","69","70","0.95281","0.04003","0.00716","0.17642","0.69083","0.13275","DKMgali"
"1","70","71","0.94970","0.04182","0.00848","0.17255","0.68563","0.14183","DKMgali"
"1","71","72","0.94628","0.04367","0.01005","0.16864","0.67992","0.15144","DKMgali"
"1","72","73","0.94250","0.04559","0.01191","0.16470","0.67368","0.16162","DKMgali"
"1","73","74","0.93831","0.04756","0.01412","0.16073","0.66690","0.17237","DKMgali"
"1","74","75","0.93366","0.04959","0.01675","0.15672","0.65956","0.18371","DKMgali"
"1","75","76","0.92845","0.05167","0.01988","0.15268","0.65165","0.19567","DKMgali"
"1","76","77","0.92262","0.05379","0.02359","0.14859","0.64315","0.20826","DKMgali"
"1","77","78","0.91606","0.05595","0.02799","0.14446","0.63405","0.22148","DKMgali"
"1","78","79","0.90865","0.05813","0.03321","0.14029","0.62435","0.23536","DKMgali"
"1","79","80","0.90027","0.06033","0.03939","0.13607","0.61402","0.24990","DKMgali"
"1","80","81","0.89076","0.06254","0.04671","0.13181","0.60308","0.26511","DKMgali"
"1","81","82","0.87994","0.06472","0.05534","0.12749","0.59152","0.28099","DKMgali"
"1","82","83","0.86763","0.06686","0.06551","0.12312","0.57935","0.29754","DKMgali"
"1","83","84","0.85361","0.06893","0.07746","0.11869","0.56657","0.31474","DKMgali"
"1","84","85","0.83764","0.07090","0.09147","0.11420","0.55319","0.33260","DKMgali"
"1","85","86","0.81947","0.07272","0.10781","0.10966","0.53924","0.35110","DKMgali"
"1","86","87","0.79885","0.07436","0.12679","0.10506","0.52472","0.37021","DKMgali"
"1","87","88","0.77550","0.07576","0.14873","0.10040","0.50968","0.38991","DKMgali"
"1","88","89","0.74920","0.07687","0.17392","0.09569","0.49414","0.41017","DKMgali"
"1","89","90","0.71974","0.07762","0.20264","0.09092","0.47814","0.43094","DKMgali"
"1","90","91","0.68696","0.07796","0.23509","0.08610","0.46172","0.45218","DKMgali"
"1","50","51","0.94023","0.05953","0.00024","0.20795","0.78078","0.01127","DKMsr"
"1","51","52","0.93882","0.06090","0.00028","0.20463","0.78297","0.01240","DKMsr"
"1","52","53","0.93737","0.06230","0.00032","0.20132","0.78503","0.01365","DKMsr"
"1","53","54","0.93590","0.06373","0.00037","0.19805","0.78694","0.01501","DKMsr"
"1","54","55","0.93439","0.06519","0.00043","0.19479","0.78870","0.01651","DKMsr"
"1","55","56","0.93284","0.06667","0.00049","0.19156","0.79028","0.01816","DKMsr"
"1","56","57","0.93125","0.06818","0.00057","0.18834","0.79169","0.01997","DKMsr"
"1","57","58","0.92962","0.06972","0.00066","0.18515","0.79291","0.02195","DKMsr"
"1","58","59","0.92795","0.07128","0.00077","0.18197","0.79391","0.02412","DKMsr"
"1","59","60","0.92623","0.07288","0.00090","0.17880","0.79469","0.02651","DKMsr"
"1","60","61","0.92446","0.07450","0.00105","0.17565","0.79523","0.02913","DKMsr"
"1","61","62","0.92263","0.07614","0.00123","0.17251","0.79550","0.03199","DKMsr"
"1","62","63","0.92075","0.07781","0.00144","0.16937","0.79549","0.03513","DKMsr"
"1","63","64","0.91880","0.07951","0.00169","0.16625","0.79518","0.03857","DKMsr"
"1","64","65","0.91678","0.08123","0.00199","0.16313","0.79454","0.04233","DKMsr"
"1","65","66","0.91467","0.08297","0.00236","0.16001","0.79355","0.04644","DKMsr"
"1","66","67","0.91247","0.08474","0.00279","0.15689","0.79218","0.05094","DKMsr"
"1","67","68","0.91017","0.08652","0.00331","0.15376","0.79039","0.05585","DKMsr"
"1","68","69","0.90774","0.08831","0.00394","0.15063","0.78816","0.06121","DKMsr"
"1","69","70","0.90517","0.09012","0.00470","0.14749","0.78546","0.06705","DKMsr"
"1","70","71","0.90243","0.09194","0.00563","0.14434","0.78224","0.07342","DKMsr"
"1","71","72","0.89949","0.09376","0.00674","0.14117","0.77848","0.08035","DKMsr"
"1","72","73","0.89632","0.09559","0.00809","0.13798","0.77413","0.08789","DKMsr"
"1","73","74","0.89286","0.09740","0.00974","0.13477","0.76915","0.09608","DKMsr"
"1","74","75","0.88907","0.09919","0.01174","0.13153","0.76351","0.10496","DKMsr"
"1","75","76","0.88487","0.10096","0.01417","0.12826","0.75715","0.11459","DKMsr"
"1","76","77","0.88017","0.10269","0.01714","0.12495","0.75005","0.12501","DKMsr"
"1","77","78","0.87489","0.10436","0.02075","0.12159","0.74214","0.13626","DKMsr"
"1","78","79","0.86888","0.10596","0.02516","0.11820","0.73340","0.14840","DKMsr"
"1","79","80","0.86201","0.10746","0.03052","0.11475","0.72378","0.16148","DKMsr"
"1","80","81","0.85410","0.10884","0.03706","0.11124","0.71324","0.17553","DKMsr"
"1","81","82","0.84492","0.11007","0.04501","0.10766","0.70174","0.19060","DKMsr"
"1","82","83","0.83424","0.11111","0.05466","0.10402","0.68926","0.20672","DKMsr"
"1","83","84","0.82174","0.11190","0.06635","0.10030","0.67576","0.22394","DKMsr"
"1","84","85","0.80711","0.11241","0.08048","0.09650","0.66123","0.24227","DKMsr"
"1","85","86","0.78997","0.11256","0.09747","0.09261","0.64566","0.26173","DKMsr"
"1","86","87","0.76990","0.11229","0.11781","0.08863","0.62903","0.28234","DKMsr"
"1","87","88","0.74647","0.11153","0.14200","0.08455","0.61137","0.30408","DKMsr"
"1","88","89","0.71927","0.11018","0.17055","0.08036","0.59269","0.32695","DKMsr"
"1","89","90","0.68791","0.10817","0.20392","0.07608","0.57302","0.35090","DKMsr"
"1","90","91","0.65212","0.10542","0.24247","0.07171","0.55241","0.37588","DKMsr"
"1","50","51","0.97734","0.01977","0.00289","0.33686","0.65986","0.00328","EEFadl"
"1","51","52","0.97597","0.02087","0.00317","0.33244","0.66388","0.00368","EEFadl"
"1","52","53","0.97451","0.02203","0.00347","0.32804","0.66783","0.00413","EEFadl"
"1","53","54","0.97296","0.02325","0.00380","0.32365","0.67171","0.00463","EEFadl"
"1","54","55","0.97131","0.02454","0.00415","0.31929","0.67552","0.00520","EEFadl"
"1","55","56","0.96956","0.02589","0.00455","0.31493","0.67924","0.00583","EEFadl"
"1","56","57","0.96770","0.02732","0.00498","0.31059","0.68287","0.00654","EEFadl"
"1","57","58","0.96573","0.02882","0.00545","0.30626","0.68640","0.00734","EEFadl"
"1","58","59","0.96364","0.03040","0.00596","0.30194","0.68983","0.00823","EEFadl"
"1","59","60","0.96141","0.03206","0.00652","0.29763","0.69314","0.00923","EEFadl"
"1","60","61","0.95905","0.03381","0.00714","0.29332","0.69633","0.01035","EEFadl"
"1","61","62","0.95654","0.03564","0.00781","0.28902","0.69937","0.01161","EEFadl"
"1","62","63","0.95388","0.03757","0.00855","0.28471","0.70227","0.01302","EEFadl"
"1","63","64","0.95105","0.03960","0.00936","0.28041","0.70499","0.01460","EEFadl"
"1","64","65","0.94804","0.04172","0.01024","0.27610","0.70753","0.01637","EEFadl"
"1","65","66","0.94485","0.04395","0.01120","0.27177","0.70987","0.01835","EEFadl"
"1","66","67","0.94146","0.04628","0.01226","0.26744","0.71199","0.02057","EEFadl"
"1","67","68","0.93786","0.04873","0.01341","0.26309","0.71385","0.02305","EEFadl"
"1","68","69","0.93403","0.05129","0.01467","0.25872","0.71545","0.02583","EEFadl"
"1","69","70","0.92998","0.05397","0.01605","0.25432","0.71674","0.02893","EEFadl"
"1","70","71","0.92567","0.05677","0.01756","0.24990","0.71770","0.03240","EEFadl"
"1","71","72","0.92110","0.05970","0.01921","0.24543","0.71829","0.03627","EEFadl"
"1","72","73","0.91624","0.06275","0.02101","0.24093","0.71848","0.04059","EEFadl"
"1","73","74","0.91110","0.06592","0.02298","0.23637","0.71822","0.04541","EEFadl"
"1","74","75","0.90564","0.06923","0.02513","0.23176","0.71747","0.05077","EEFadl"
"1","75","76","0.89985","0.07267","0.02749","0.22709","0.71617","0.05674","EEFadl"
"1","76","77","0.89371","0.07623","0.03005","0.22235","0.71427","0.06338","EEFadl"
"1","77","78","0.88721","0.07993","0.03286","0.21753","0.71173","0.07074","EEFadl"
"1","78","79","0.88032","0.08375","0.03593","0.21263","0.70846","0.07891","EEFadl"
"1","79","80","0.87303","0.08770","0.03927","0.20764","0.70441","0.08795","EEFadl"
"1","80","81","0.86531","0.09176","0.04293","0.20254","0.69952","0.09794","EEFadl"
"1","81","82","0.85715","0.09594","0.04692","0.19734","0.69370","0.10896","EEFadl"
"1","82","83","0.84852","0.10022","0.05126","0.19202","0.68688","0.12110","EEFadl"
"1","83","84","0.83940","0.10459","0.05601","0.18658","0.67899","0.13442","EEFadl"
"1","84","85","0.82978","0.10904","0.06117","0.18102","0.66996","0.14902","EEFadl"
"1","85","86","0.81963","0.11356","0.06680","0.17532","0.65971","0.16497","EEFadl"
"1","86","87","0.80893","0.11813","0.07293","0.16948","0.64818","0.18234","EEFadl"
"1","87","88","0.79767","0.12273","0.07960","0.16351","0.63530","0.20119","EEFadl"
"1","88","89","0.78582","0.12734","0.08684","0.15740","0.62102","0.22158","EEFadl"
"1","89","90","0.77337","0.13193","0.09470","0.15115","0.60531","0.24353","EEFadl"
"1","90","91","0.76031","0.13646","0.10323","0.14478","0.58814","0.26707","EEFadl"
"1","50","51","0.95113","0.04752","0.00135","0.29645","0.69564","0.00791","EEFgali"
"1","51","52","0.94887","0.04962","0.00150","0.29262","0.69875","0.00863","EEFgali"
"1","52","53","0.94652","0.05181","0.00167","0.28880","0.70178","0.00942","EEFgali"
"1","53","54","0.94405","0.05410","0.00185","0.28500","0.70472","0.01028","EEFgali"
"1","54","55","0.94147","0.05647","0.00206","0.28120","0.70758","0.01122","EEFgali"
"1","55","56","0.93877","0.05894","0.00228","0.27742","0.71034","0.01224","EEFgali"
"1","56","57","0.93595","0.06152","0.00253","0.27364","0.71301","0.01335","EEFgali"
"1","57","58","0.93300","0.06419","0.00281","0.26987","0.71557","0.01456","EEFgali"
"1","58","59","0.92991","0.06697","0.00312","0.26611","0.71801","0.01588","EEFgali"
"1","59","60","0.92668","0.06985","0.00346","0.26235","0.72033","0.01732","EEFgali"
"1","60","61","0.92331","0.07285","0.00384","0.25860","0.72252","0.01888","EEFgali"
"1","61","62","0.91977","0.07596","0.00426","0.25485","0.72457","0.02059","EEFgali"
"1","62","63","0.91608","0.07919","0.00473","0.25110","0.72646","0.02244","EEFgali"
"1","63","64","0.91221","0.08254","0.00525","0.24735","0.72820","0.02445","EEFgali"
"1","64","65","0.90817","0.08601","0.00582","0.24360","0.72976","0.02664","EEFgali"
"1","65","66","0.90394","0.08961","0.00646","0.23984","0.73114","0.02902","EEFgali"
"1","66","67","0.89951","0.09333","0.00716","0.23608","0.73231","0.03161","EEFgali"
"1","67","68","0.89488","0.09718","0.00794","0.23231","0.73327","0.03442","EEFgali"
"1","68","69","0.89004","0.10116","0.00880","0.22853","0.73400","0.03747","EEFgali"
"1","69","70","0.88497","0.10527","0.00976","0.22474","0.73448","0.04078","EEFgali"
"1","70","71","0.87967","0.10952","0.01081","0.22093","0.73470","0.04437","EEFgali"
"1","71","72","0.87412","0.11390","0.01198","0.21711","0.73463","0.04826","EEFgali"
"1","72","73","0.86832","0.11841","0.01328","0.21327","0.73425","0.05248","EEFgali"
"1","73","74","0.86225","0.12305","0.01471","0.20940","0.73354","0.05705","EEFgali"
"1","74","75","0.85590","0.12782","0.01629","0.20552","0.73249","0.06200","EEFgali"
"1","75","76","0.84925","0.13271","0.01803","0.20160","0.73106","0.06734","EEFgali"
"1","76","77","0.84230","0.13773","0.01996","0.19766","0.72922","0.07312","EEFgali"
"1","77","78","0.83503","0.14288","0.02209","0.19368","0.72696","0.07936","EEFgali"
"1","78","79","0.82743","0.14813","0.02444","0.18967","0.72425","0.08609","EEFgali"
"1","79","80","0.81948","0.15349","0.02703","0.18562","0.72104","0.09334","EEFgali"
"1","80","81","0.81117","0.15895","0.02988","0.18153","0.71732","0.10115","EEFgali"
"1","81","82","0.80248","0.16450","0.03302","0.17740","0.71306","0.10954","EEFgali"
"1","82","83","0.79340","0.17013","0.03647","0.17323","0.70821","0.11856","EEFgali"
"1","83","84","0.78391","0.17583","0.04027","0.16900","0.70276","0.12824","EEFgali"
"1","84","85","0.77399","0.18157","0.04444","0.16473","0.69666","0.13861","EEFgali"
"1","85","86","0.76364","0.18735","0.04901","0.16042","0.68989","0.14969","EEFgali"
"1","86","87","0.75284","0.19314","0.05403","0.15605","0.68242","0.16154","EEFgali"
"1","87","88","0.74156","0.19892","0.05952","0.15163","0.67421","0.17416","EEFgali"
"1","88","89","0.72980","0.20467","0.06553","0.14715","0.66524","0.18760","EEFgali"
"1","89","90","0.71755","0.21036","0.07209","0.14263","0.65549","0.20188","EEFgali"
"1","90","91","0.70478","0.21596","0.07925","0.13806","0.64494","0.21700","EEFgali"
"1","50","51","0.83241","0.16632","0.00128","0.15369","0.84359","0.00272","EEFsr"
"1","51","52","0.82775","0.17081","0.00144","0.14789","0.84909","0.00303","EEFsr"
"1","52","53","0.82300","0.17539","0.00161","0.14227","0.85436","0.00337","EEFsr"
"1","53","54","0.81813","0.18006","0.00181","0.13683","0.85942","0.00376","EEFsr"
"1","54","55","0.81314","0.18482","0.00203","0.13156","0.86426","0.00418","EEFsr"
"1","55","56","0.80805","0.18967","0.00228","0.12646","0.86888","0.00466","EEFsr"
"1","56","57","0.80283","0.19460","0.00256","0.12153","0.87328","0.00519","EEFsr"
"1","57","58","0.79750","0.19963","0.00288","0.11677","0.87746","0.00577","EEFsr"
"1","58","59","0.79203","0.20473","0.00323","0.11216","0.88142","0.00642","EEFsr"
"1","59","60","0.78645","0.20993","0.00363","0.10770","0.88515","0.00715","EEFsr"
"1","60","61","0.78073","0.21520","0.00407","0.10340","0.88865","0.00795","EEFsr"
"1","61","62","0.77487","0.22056","0.00457","0.09924","0.89192","0.00884","EEFsr"
"1","62","63","0.76888","0.22600","0.00513","0.09523","0.89494","0.00983","EEFsr"
"1","63","64","0.76274","0.23151","0.00575","0.09135","0.89772","0.01093","EEFsr"
"1","64","65","0.75646","0.23709","0.00645","0.08760","0.90025","0.01215","EEFsr"
"1","65","66","0.75002","0.24274","0.00723","0.08399","0.90251","0.01350","EEFsr"
"1","66","67","0.74343","0.24846","0.00811","0.08050","0.90450","0.01500","EEFsr"
"1","67","68","0.73667","0.25424","0.00909","0.07713","0.90621","0.01666","EEFsr"
"1","68","69","0.72974","0.26007","0.01019","0.07388","0.90762","0.01850","EEFsr"
"1","69","70","0.72264","0.26594","0.01142","0.07074","0.90872","0.02054","EEFsr"
"1","70","71","0.71536","0.27185","0.01279","0.06771","0.90949","0.02280","EEFsr"
"1","71","72","0.70788","0.27780","0.01432","0.06479","0.90991","0.02530","EEFsr"
"1","72","73","0.70020","0.28376","0.01604","0.06197","0.90997","0.02806","EEFsr"
"1","73","74","0.69232","0.28973","0.01795","0.05925","0.90963","0.03112","EEFsr"
"1","74","75","0.68422","0.29569","0.02009","0.05662","0.90888","0.03450","EEFsr"
"1","75","76","0.67589","0.30163","0.02247","0.05408","0.90769","0.03823","EEFsr"
"1","76","77","0.66733","0.30754","0.02513","0.05163","0.90602","0.04235","EEFsr"
"1","77","78","0.65851","0.31339","0.02810","0.04926","0.90384","0.04690","EEFsr"
"1","78","79","0.64944","0.31917","0.03139","0.04697","0.90112","0.05191","EEFsr"
"1","79","80","0.64009","0.32485","0.03507","0.04476","0.89781","0.05743","EEFsr"
"1","80","81","0.63045","0.33040","0.03915","0.04263","0.89388","0.06350","EEFsr"
"1","81","82","0.62051","0.33581","0.04368","0.04056","0.88927","0.07017","EEFsr"
"1","82","83","0.61025","0.34104","0.04871","0.03856","0.88394","0.07749","EEFsr"
"1","83","84","0.59966","0.34605","0.05429","0.03663","0.87784","0.08552","EEFsr"
"1","84","85","0.58872","0.35081","0.06047","0.03477","0.87092","0.09432","EEFsr"
"1","85","86","0.57741","0.35528","0.06731","0.03296","0.86311","0.10393","EEFsr"
"1","86","87","0.56573","0.35942","0.07485","0.03121","0.85436","0.11443","EEFsr"
"1","87","88","0.55364","0.36318","0.08318","0.02952","0.84461","0.12587","EEFsr"
"1","88","89","0.54115","0.36650","0.09235","0.02788","0.83381","0.13831","EEFsr"
"1","89","90","0.52823","0.36935","0.10242","0.02629","0.82189","0.15181","EEFsr"
"1","90","91","0.51486","0.37166","0.11348","0.02475","0.80881","0.16644","EEFsr"
"1","50","51","0.97321","0.01885","0.00794","0.39667","0.55374","0.04958","EEMadl"
"1","51","52","0.97145","0.01992","0.00862","0.38448","0.56319","0.05233","EEMadl"
"1","52","53","0.96958","0.02105","0.00937","0.37245","0.57235","0.05520","EEMadl"
"1","53","54","0.96758","0.02224","0.01018","0.36058","0.58122","0.05820","EEMadl"
"1","54","55","0.96546","0.02348","0.01106","0.34890","0.58977","0.06132","EEMadl"
"1","55","56","0.96319","0.02479","0.01202","0.33741","0.59801","0.06458","EEMadl"
"1","56","57","0.96078","0.02617","0.01305","0.32611","0.60591","0.06798","EEMadl"
"1","57","58","0.95821","0.02762","0.01417","0.31501","0.61346","0.07152","EEMadl"
