"age","ex1","ex2","p1","p2","sex","region","health"
68,1.5728,3.3933,0.92851,0.07153,"M","N","ADL"
69,1.5288,3.3096,0.92267,0.07738,"M","N","ADL"
70,1.4834,3.2212,0.91648,0.08356,"M","N","ADL"
71,1.4366,3.1286,0.90996,0.09009,"M","N","ADL"
72,1.3886,3.0324,0.9031,0.09696,"M","N","ADL"
73,1.3396,2.9331,0.8959,0.10416,"M","N","ADL"
74,1.2897,2.8314,0.88838,0.11169,"M","N","ADL"
75,1.2392,2.7279,0.88053,0.11954,"M","N","ADL"
76,1.1881,2.6233,0.87237,0.12771,"M","N","ADL"
77,1.1368,2.5181,0.86391,0.13617,"M","N","ADL"
78,1.0853,2.4128,0.85517,0.14492,"M","N","ADL"
79,1.034,2.3082,0.84615,0.15394,"M","N","ADL"
80,0.983,2.2046,0.83688,0.16322,"M","N","ADL"
81,0.9324,2.1026,0.82737,0.17273,"M","N","ADL"
82,0.8826,2.0025,0.81762,0.18249,"M","N","ADL"
83,0.8336,1.9049,0.80766,0.19245,"M","N","ADL"
84,0.7856,1.8099,0.7975,0.20262,"M","N","ADL"
85,0.7387,1.7179,0.78713,0.213,"M","N","ADL"
86,0.6931,1.6292,0.77657,0.22356,"M","N","ADL"
87,0.6488,1.544,0.76581,0.23433,"M","N","ADL"
88,0.606,1.4623,0.75485,0.24529,"M","N","ADL"
89,0.5648,1.3843,0.74368,0.25647,"M","N","ADL"
90,0.5252,1.3102,0.73228,0.26787,"M","N","ADL"
91,0.4872,1.2398,0.72063,0.27953,"M","N","ADL"
92,0.4509,1.1733,0.7087,0.29148,"M","N","ADL"
93,0.4162,1.1107,0.69644,0.30373,"M","N","ADL"
94,0.3832,1.0518,0.68383,0.31636,"M","N","ADL"
95,0.3519,0.9967,0.67079,0.32941,"M","N","ADL"
96,0.3222,0.9453,0.65726,0.34294,"M","N","ADL"
97,0.2942,0.8975,0.64318,0.35703,"M","N","ADL"
98,0.2677,0.8532,0.62846,0.37176,"M","N","ADL"
99,0.2427,0.8124,0.613,0.38723,"M","N","ADL"
100,0.2191,0.7748,0.5967,0.40353,"M","N","ADL"
101,0.197,0.7404,0.57944,0.4208,"M","N","ADL"
102,0.1762,0.7091,0.56109,0.43916,"M","N","ADL"
103,0.1568,0.6806,0.54151,0.45875,"M","N","ADL"
104,0.1387,0.655,0.52055,0.47974,"M","N","ADL"
105,0.1218,0.6321,0.49803,0.50226,"M","N","ADL"
106,0.1061,0.6116,0.4738,0.52647,"M","N","ADL"
107,0.0916,0.5936,0.4477,0.55257,"M","N","ADL"
108,0.0783,0.5777,0.41958,0.58067,"M","N","ADL"
109,0.0662,0.5639,0.38934,0.61088,"M","N","ADL"
110,0.0552,0.552,0.35696,0.64325,"M","N","ADL"
50,3.0785,5.37,0.98989,0.01011,"F","S","ADL"
51,3.0696,5.3889,0.9886,0.0114,"F","S","ADL"
52,3.0595,5.4037,0.98716,0.01285,"F","S","ADL"
53,3.0483,5.4138,0.98554,0.01447,"F","S","ADL"
54,3.0357,5.4188,0.98372,0.01629,"F","S","ADL"
55,3.0217,5.4183,0.98168,0.01833,"F","S","ADL"
56,3.0062,5.4118,0.97941,0.0206,"F","S","ADL"
57,2.989,5.399,0.97687,0.02315,"F","S","ADL"
58,2.97,5.3794,0.97403,0.02598,"F","S","ADL"
59,2.9491,5.3527,0.97087,0.02914,"F","S","ADL"
60,2.9262,5.3187,0.96736,0.03266,"F","S","ADL"
61,2.901,5.2771,0.96345,0.03657,"F","S","ADL"
62,2.8736,5.2279,0.95911,0.04091,"F","S","ADL"
63,2.8438,5.1708,0.95431,0.04572,"F","S","ADL"
64,2.8115,5.1059,0.94899,0.05104,"F","S","ADL"
65,2.7767,5.0333,0.94313,0.05691,"F","S","ADL"
66,2.7391,4.9532,0.93666,0.06338,"F","S","ADL"
67,2.6989,4.8658,0.92954,0.0705,"F","S","ADL"
68,2.656,4.7714,0.92173,0.07832,"F","S","ADL"
69,2.6104,4.6704,0.91317,0.08688,"F","S","ADL"
70,2.5621,4.5633,0.90381,0.09624,"F","S","ADL"
71,2.5111,4.4506,0.89361,0.10646,"F","S","ADL"
72,2.4575,4.3328,0.8825,0.11757,"F","S","ADL"
73,2.4015,4.2106,0.87044,0.12964,"F","S","ADL"
74,2.3431,4.0847,0.85738,0.14271,"F","S","ADL"
75,2.2824,3.9556,0.84327,0.15683,"F","S","ADL"
76,2.2198,3.8241,0.82806,0.17205,"F","S","ADL"
77,2.1552,3.6909,0.81171,0.1884,"F","S","ADL"
78,2.0891,3.5566,0.79418,0.20594,"F","S","ADL"
79,2.0215,3.4218,0.77544,0.22469,"F","S","ADL"
80,1.9528,3.2872,0.75545,0.24469,"F","S","ADL"
81,1.8832,3.1533,0.73419,0.26596,"F","S","ADL"
82,1.8129,3.0208,0.71165,0.28852,"F","S","ADL"
83,1.7422,2.8901,0.6878,0.31238,"F","S","ADL"
84,1.6714,2.7616,0.66266,0.33754,"F","S","ADL"
85,1.6006,2.6359,0.63623,0.36398,"F","S","ADL"
86,1.5302,2.5131,0.60855,0.39168,"F","S","ADL"
87,1.4603,2.3938,0.57965,0.4206,"F","S","ADL"
88,1.3913,2.278,0.54961,0.45066,"F","S","ADL"
89,1.3231,2.166,0.51851,0.48177,"F","S","ADL"
90,1.2561,2.058,0.48647,0.51381,"F","S","ADL"
91,1.1904,1.9542,0.45366,0.5466,"F","S","ADL"
92,1.126,1.8546,0.42028,0.57997,"F","S","ADL"
93,1.0632,1.7592,0.38656,0.61367,"F","S","ADL"
94,1.0019,1.6682,0.35281,0.6474,"F","S","ADL"
95,0.9423,1.5814,0.31937,0.68082,"F","S","ADL"
96,0.8844,1.499,0.28663,0.71354,"F","S","ADL"
97,0.8282,1.4207,0.25499,0.74516,"F","S","ADL"
98,0.7737,1.3466,0.22488,0.77525,"F","S","ADL"
99,0.721,1.2767,0.19669,0.80343,"F","S","ADL"
100,0.67,1.2107,0.17076,0.82934,"F","S","ADL"
101,0.6207,1.1486,0.14734,0.85275,"F","S","ADL"
102,0.5731,1.0903,0.12655,0.87353,"F","S","ADL"
103,0.5272,1.0357,0.1084,0.89166,"F","S","ADL"
104,0.4831,0.9846,0.09277,0.90728,"F","S","ADL"
105,0.4407,0.937,0.07946,0.92059,"F","S","ADL"
106,0.4,0.8927,0.06819,0.93185,"F","S","ADL"
107,0.3613,0.8516,0.05869,0.94134,"F","S","ADL"
108,0.3244,0.8136,0.05069,0.94934,"F","S","ADL"
109,0.2896,0.7785,0.04394,0.95609,"F","S","ADL"
110,0.2568,0.7462,0.03823,0.96179,"F","S","ADL"
50,1.1752,4.0279,0.98918,0.01082,"M","S","ADL"
51,1.1716,4.006,0.98813,0.01188,"M","S","ADL"
52,1.1676,3.9818,0.98698,0.01303,"M","S","ADL"
53,1.1633,3.9551,0.98572,0.01429,"M","S","ADL"
54,1.1585,3.9259,0.98434,0.01567,"M","S","ADL"
55,1.1532,3.8941,0.98283,0.01718,"M","S","ADL"
56,1.1475,3.8596,0.98119,0.01882,"M","S","ADL"
57,1.1412,3.8222,0.9794,0.02061,"M","S","ADL"
58,1.1344,3.7821,0.97744,0.02257,"M","S","ADL"
59,1.127,3.739,0.97532,0.0247,"M","S","ADL"
60,1.119,3.6931,0.973,0.02702,"M","S","ADL"
61,1.1103,3.6442,0.97048,0.02954,"M","S","ADL"
62,1.101,3.5923,0.96774,0.03228,"M","S","ADL"
63,1.0909,3.5375,0.96476,0.03526,"M","S","ADL"
64,1.0801,3.4798,0.96154,0.03849,"M","S","ADL"
65,1.0686,3.4193,0.95804,0.04198,"M","S","ADL"
66,1.0563,3.356,0.95426,0.04577,"M","S","ADL"
67,1.0431,3.29,0.95017,0.04986,"M","S","ADL"
68,1.0292,3.2215,0.94575,0.05428,"M","S","ADL"
69,1.0145,3.1504,0.94099,0.05905,"M","S","ADL"
70,0.9989,3.0772,0.93586,0.06418,"M","S","ADL"
71,0.9826,3.0017,0.93034,0.0697,"M","S","ADL"
72,0.9654,2.9244,0.92442,0.07563,"M","S","ADL"
73,0.9474,2.8454,0.91807,0.08198,"M","S","ADL"
74,0.9287,2.7648,0.91127,0.08878,"M","S","ADL"
75,0.9092,2.683,0.904,0.09605,"M","S","ADL"
76,0.889,2.6002,0.89625,0.10381,"M","S","ADL"
77,0.8681,2.5166,0.88799,0.11207,"M","S","ADL"
78,0.8466,2.4325,0.87922,0.12086,"M","S","ADL"
79,0.8244,2.3482,0.8699,0.13018,"M","S","ADL"
80,0.8018,2.264,0.86003,0.14005,"M","S","ADL"
81,0.7786,2.18,0.8496,0.15049,"M","S","ADL"
82,0.7551,2.0967,0.83859,0.16151,"M","S","ADL"
83,0.7312,2.0141,0.82699,0.17311,"M","S","ADL"
84,0.7069,1.9326,0.81481,0.18531,"M","S","ADL"
85,0.6825,1.8524,0.80202,0.1981,"M","S","ADL"
86,0.6579,1.7737,0.78863,0.21149,"M","S","ADL"
87,0.6332,1.6967,0.77465,0.22549,"M","S","ADL"
88,0.6085,1.6217,0.76006,0.24008,"M","S","ADL"
89,0.5839,1.5487,0.74488,0.25527,"M","S","ADL"
90,0.5593,1.4779,0.72911,0.27105,"M","S","ADL"
91,0.5349,1.4095,0.71277,0.2874,"M","S","ADL"
92,0.5106,1.3436,0.69586,0.30432,"M","S","ADL"
93,0.4867,1.2803,0.67841,0.32178,"M","S","ADL"
94,0.463,1.2196,0.66042,0.33977,"M","S","ADL"
95,0.4397,1.1616,0.64194,0.35827,"M","S","ADL"
96,0.4167,1.1064,0.62297,0.37725,"M","S","ADL"
97,0.3941,1.0539,0.60356,0.39668,"M","S","ADL"
98,0.3719,1.0043,0.58373,0.41651,"M","S","ADL"
99,0.3501,0.9575,0.56353,0.43672,"M","S","ADL"
100,0.3288,0.9134,0.543,0.45727,"M","S","ADL"
101,0.308,0.8721,0.52219,0.4781,"M","S","ADL"
102,0.2876,0.8335,0.50115,0.49915,"M","S","ADL"
103,0.2677,0.7976,0.47993,0.52035,"M","S","ADL"
104,0.2482,0.7643,0.45861,0.54165,"M","S","ADL"
105,0.2293,0.7336,0.43726,0.563,"M","S","ADL"
106,0.2109,0.7053,0.41595,0.58428,"M","S","ADL"
107,0.193,0.6794,0.39477,0.60546,"M","S","ADL"
108,0.1756,0.6559,0.37379,0.62642,"M","S","ADL"
109,0.1589,0.6345,0.35311,0.6471,"M","S","ADL"
110,0.1428,0.6153,0.3328,0.66739,"M","S","ADL"
50,15.4173,15.9356,0.55739,0.44241,"F","W","GALI"
51,15.1279,15.6444,0.5577,0.44204,"F","W","GALI"
52,14.8334,15.3483,0.55807,0.44216,"F","W","GALI"
53,14.5337,15.0474,0.55781,0.44197,"F","W","GALI"
54,14.2288,14.7414,0.55769,0.44252,"F","W","GALI"
55,13.9185,14.4302,0.55693,0.44287,"F","W","GALI"
56,13.6028,14.1138,0.55622,0.44398,"F","W","GALI"
57,13.2817,13.7919,0.55482,0.44498,"F","W","GALI"
58,12.955,13.4646,0.55341,0.4468,"F","W","GALI"
59,12.6228,13.1318,0.55122,0.44856,"F","W","GALI"
60,12.2851,12.7934,0.54898,0.45127,"F","W","GALI"
61,11.9418,12.4493,0.546,0.45413,"F","W","GALI"
62,11.593,12.0997,0.54243,0.45743,"F","W","GALI"
63,11.2387,11.7446,0.53857,0.46162,"F","W","GALI"
64,10.8792,11.384,0.53376,0.46599,"F","W","GALI"
65,10.5145,11.0183,0.5286,0.4713,"F","W","GALI"
66,10.1452,10.6477,0.52283,0.47733,"F","W","GALI"
67,9.7714,10.2725,0.51605,0.48368,"F","W","GALI"
68,9.3937,9.8931,0.50885,0.49106,"F","W","GALI"
69,9.0126,9.5103,0.50097,0.4992,"F","W","GALI"
70,8.6289,9.1245,0.49216,0.50787,"F","W","GALI"
71,8.2434,8.7365,0.48266,0.5173,"F","W","GALI"
72,7.8569,8.3474,0.4725,0.52753,"F","W","GALI"
73,7.4705,7.958,0.46164,0.53844,"F","W","GALI"
74,7.0853,7.5695,0.45005,0.54999,"F","W","GALI"
75,6.7026,7.183,0.43794,0.56227,"F","W","GALI"
76,6.3236,6.7999,0.42509,0.575,"F","W","GALI"
77,5.9497,6.4214,0.41175,0.5883,"F","W","GALI"
78,5.5821,6.0489,0.39802,0.60211,"F","W","GALI"
79,5.2224,5.6837,0.38383,0.61625,"F","W","GALI"
80,4.8717,5.3271,0.36944,0.63075,"F","W","GALI"
81,4.5313,4.9805,0.35472,0.6454,"F","W","GALI"
82,4.2024,4.645,0.33989,0.66019,"F","W","GALI"
83,3.886,4.3216,0.32512,0.67507,"F","W","GALI"
84,3.583,4.0113,0.3103,0.68984,"F","W","GALI"
85,3.2942,3.715,0.29564,0.70447,"F","W","GALI"
86,3.0201,3.4331,0.28121,0.71888,"F","W","GALI"
87,2.7612,3.1662,0.26709,0.73299,"F","W","GALI"
88,2.5176,2.9147,0.25336,0.74672,"F","W","GALI"
89,2.2895,2.6785,0.24007,0.76001,"F","W","GALI"
90,2.0766,2.4578,0.22728,0.77279,"F","W","GALI"
91,1.8789,2.2523,0.21506,0.78501,"F","W","GALI"
92,1.6959,2.0618,0.20345,0.79663,"F","W","GALI"
93,1.5271,1.886,0.19248,0.8076,"F","W","GALI"
94,1.372,1.7242,0.18221,0.81789,"F","W","GALI"
95,1.23,1.576,0.17262,0.82745,"F","W","GALI"
96,1.1004,1.4408,0.16381,0.83627,"F","W","GALI"
97,0.9824,1.318,0.15576,0.8443,"F","W","GALI"
98,0.8754,1.2068,0.14857,0.85151,"F","W","GALI"
99,0.7786,1.1068,0.14223,0.85785,"F","W","GALI"
100,0.6913,1.017,0.13683,0.86325,"F","W","GALI"
101,0.6128,0.9371,0.13246,0.86762,"F","W","GALI"
102,0.5425,0.8662,0.12923,0.87083,"F","W","GALI"
103,0.4796,0.8038,0.12736,0.8727,"F","W","GALI"
104,0.4236,0.7494,0.12711,0.87295,"F","W","GALI"
105,0.3738,0.7022,0.12892,0.87115,"F","W","GALI"
106,0.3299,0.6617,0.13341,0.86666,"F","W","GALI"
107,0.2911,0.6275,0.14158,0.85849,"F","W","GALI"
108,0.2572,0.5989,0.15499,0.8451,"F","W","GALI"
109,0.2276,0.5753,0.17585,0.82425,"F","W","GALI"
110,0.2019,0.5562,0.2071,0.79302,"F","W","GALI"
50,11.0076,12.9139,0.64288,0.35733,"M","W","GALI"
51,10.7068,12.5968,0.63507,0.36515,"M","W","GALI"
52,10.4044,12.2762,0.62724,0.37298,"M","W","GALI"
53,10.1009,11.9526,0.6194,0.38082,"M","W","GALI"
54,9.7966,11.6263,0.61156,0.38867,"M","W","GALI"
55,9.4918,11.2978,0.60373,0.3965,"M","W","GALI"
56,9.1871,10.9675,0.59592,0.40432,"M","W","GALI"
57,8.8826,10.6359,0.58814,0.41211,"M","W","GALI"
58,8.5788,10.3035,0.5804,0.41984,"M","W","GALI"
59,8.2761,9.9708,0.57272,0.42753,"M","W","GALI"
60,7.9749,9.6384,0.56511,0.43514,"M","W","GALI"
61,7.6755,9.3067,0.55758,0.44268,"M","W","GALI"
62,7.3782,8.9762,0.55015,0.45012,"M","W","GALI"
63,7.0835,8.6477,0.54282,0.45744,"M","W","GALI"
64,6.7916,8.3215,0.53562,0.46465,"M","W","GALI"
65,6.5029,7.9983,0.52857,0.47172,"M","W","GALI"
66,6.2175,7.6785,0.52166,0.47862,"M","W","GALI"
67,5.9359,7.3627,0.51492,0.48536,"M","W","GALI"
68,5.6583,7.0515,0.50837,0.49192,"M","W","GALI"
69,5.3848,6.7453,0.50201,0.49828,"M","W","GALI"
70,5.1157,6.4446,0.49586,0.50443,"M","W","GALI"
71,4.8511,6.1499,0.48994,0.51034,"M","W","GALI"
72,4.5911,5.8617,0.48426,0.51603,"M","W","GALI"
73,4.336,5.5803,0.47883,0.52146,"M","W","GALI"
74,4.0857,5.3063,0.47364,0.52663,"M","W","GALI"
75,3.8405,5.0399,0.46873,0.53155,"M","W","GALI"
76,3.6003,4.7815,0.46407,0.5362,"M","W","GALI"
77,3.3654,4.5314,0.45967,0.5406,"M","W","GALI"
78,3.1357,4.2899,0.45552,0.54475,"M","W","GALI"
79,2.9114,4.0572,0.45158,0.54868,"M","W","GALI"
80,2.6928,3.8335,0.44784,0.55243,"M","W","GALI"
81,2.4799,3.619,0.44423,0.55603,"M","W","GALI"
82,2.2732,3.4137,0.44068,0.55958,"M","W","GALI"
83,2.073,3.2178,0.43709,0.56316,"M","W","GALI"
84,1.8796,3.0312,0.43334,0.56692,"M","W","GALI"
85,1.6937,2.854,0.42922,0.57103,"M","W","GALI"
86,1.5158,2.686,0.42453,0.57572,"M","W","GALI"
87,1.3466,2.5271,0.41895,0.5813,"M","W","GALI"
88,1.1867,2.377,0.41209,0.58816,"M","W","GALI"
89,1.0367,2.2357,0.40346,0.59678,"M","W","GALI"
90,0.8973,2.1027,0.39245,0.60778,"M","W","GALI"
91,0.7691,1.9778,0.37832,0.6219,"M","W","GALI"
92,0.6523,1.8607,0.36019,0.64002,"M","W","GALI"
93,0.5472,1.7508,0.33713,0.66307,"M","W","GALI"
94,0.4538,1.648,0.30827,0.69191,"M","W","GALI"
95,0.3718,1.5517,0.27313,0.72702,"M","W","GALI"
96,0.3009,1.4617,0.23221,0.76793,"M","W","GALI"
97,0.2403,1.3775,0.18759,0.81252,"M","W","GALI"
98,0.1893,1.2988,0.1433,0.85678,"M","W","GALI"
99,0.147,1.2254,0.10434,0.89573,"M","W","GALI"
100,0.1125,1.1569,0.07429,0.92576,"M","W","GALI"
101,0.0849,1.093,0.05352,0.94651,"M","W","GALI"
102,0.0631,1.0336,0.03984,0.96018,"M","W","GALI"
103,0.0463,0.9784,0.03067,0.96935,"M","W","GALI"
104,0.0336,0.9273,0.02424,0.97577,"M","W","GALI"
105,0.0241,0.88,0.01957,0.98045,"M","W","GALI"
106,0.0172,0.8364,0.0161,0.98391,"M","W","GALI"
107,0.0122,0.7964,0.01348,0.98653,"M","W","GALI"
108,0.0086,0.7597,0.01149,0.98852,"M","W","GALI"
109,0.0061,0.7263,0.00995,0.99005,"M","W","GALI"
110,0.0042,0.6959,0.00875,0.99125,"M","W","GALI"
50,13.5936,14.0876,0.5951,0.4047,"F","E","GALI"
51,13.2239,13.7172,0.58913,0.41071,"F","E","GALI"
52,12.853,13.3455,0.58284,0.41704,"F","E","GALI"
53,12.4812,12.9728,0.57622,0.4237,"F","E","GALI"
54,12.1086,12.5993,0.56937,0.43086,"F","E","GALI"
55,11.7356,12.2252,0.562,0.43816,"F","E","GALI"
56,11.3625,11.851,0.55427,0.44584,"F","E","GALI"
57,10.9896,11.4769,0.54616,0.45391,"F","E","GALI"
58,10.6174,11.1032,0.53755,0.46223,"F","E","GALI"
59,10.2461,10.7306,0.52871,0.47115,"F","E","GALI"
60,9.8764,10.3593,0.51945,0.48046,"F","E","GALI"
61,9.5086,9.9899,0.50979,0.49017,"F","E","GALI"
62,9.1433,9.6228,0.49982,0.50038,"F","E","GALI"
63,8.781,9.2586,0.48929,0.51082,"F","E","GALI"
64,8.4223,8.898,0.47838,0.52167,"F","E","GALI"
65,8.0678,8.5413,0.46695,0.53278,"F","E","GALI"
66,7.7179,8.1893,0.4554,0.54449,"F","E","GALI"
67,7.3734,7.8424,0.44347,0.55651,"F","E","GALI"
68,7.0347,7.5014,0.43125,0.56888,"F","E","GALI"
69,6.7025,7.1667,0.41858,0.58145,"F","E","GALI"
70,6.3773,6.839,0.40569,0.59432,"F","E","GALI"
71,6.0596,6.5187,0.3926,0.60746,"F","E","GALI"
72,5.7499,6.2064,0.37935,0.62081,"F","E","GALI"
73,5.4486,5.9025,0.36578,0.63424,"F","E","GALI"
74,5.1562,5.6074,0.35221,0.64785,"F","E","GALI"
75,4.8729,5.3216,0.33856,0.66154,"F","E","GALI"
76,4.5992,5.0453,0.32491,0.67526,"F","E","GALI"
77,4.3352,4.7787,0.31114,0.6889,"F","E","GALI"
78,4.0811,4.5221,0.29753,0.70253,"F","E","GALI"
79,3.837,4.2756,0.28404,0.71605,"F","E","GALI"
80,3.603,4.0393,0.27071,0.72941,"F","E","GALI"
81,3.379,3.8132,0.25748,0.74255,"F","E","GALI"
82,3.1651,3.5972,0.24457,0.75548,"F","E","GALI"
83,2.961,3.3912,0.23193,0.76813,"F","E","GALI"
84,2.7666,3.1951,0.2196,0.78048,"F","E","GALI"
85,2.5816,3.0086,0.20761,0.79249,"F","E","GALI"
86,2.4057,2.8313,0.19591,0.80412,"F","E","GALI"
87,2.2386,2.663,0.18467,0.81537,"F","E","GALI"
88,2.0796,2.5032,0.17383,0.82622,"F","E","GALI"
89,1.9281,2.351,0.16341,0.83665,"F","E","GALI"
90,1.7832,2.2058,0.15342,0.84665,"F","E","GALI"
91,1.6436,2.0663,0.14387,0.85621,"F","E","GALI"
92,1.5071,1.9308,0.1347,0.86533,"F","E","GALI"
93,1.3708,1.7968,0.126,0.87403,"F","E","GALI"
94,1.2299,1.6607,0.11771,0.88233,"F","E","GALI"
95,1.077,1.5184,0.10975,0.89029,"F","E","GALI"
96,0.9027,1.3659,0.10194,0.8981,"F","E","GALI"
97,0.6989,1.2045,0.09384,0.9062,"F","E","GALI"
98,0.4726,1.0473,0.08461,0.91541,"F","E","GALI"
99,0.2634,0.9211,0.07356,0.92648,"F","E","GALI"
100,0.1198,0.8442,0.06207,0.93796,"F","E","GALI"
101,0.0468,0.8061,0.05311,0.9469,"F","E","GALI"
102,0.0168,0.7862,0.04712,0.95289,"F","E","GALI"
103,0.0058,0.7721,0.04282,0.95718,"F","E","GALI"
104,0.0019,0.7588,0.03935,0.96066,"F","E","GALI"
105,6e-04,0.7448,0.03628,0.96372,"F","E","GALI"
106,2e-04,0.7297,0.0335,0.9665,"F","E","GALI"
107,1e-04,0.714,0.03095,0.96905,"F","E","GALI"
108,0,0.6977,0.02859,0.97141,"F","E","GALI"
109,0,0.6812,0.02641,0.9736,"F","E","GALI"
110,0,0.6647,0.02438,0.97562,"F","E","GALI"
50,8.0346,10.7737,0.70976,0.29041,"M","E","GALI"
51,7.8884,10.5781,0.6946,0.30558,"M","E","GALI"
52,7.7354,10.3707,0.67903,0.32116,"M","E","GALI"
53,7.5759,10.1521,0.66308,0.33712,"M","E","GALI"
54,7.4102,9.9229,0.64679,0.35342,"M","E","GALI"
55,7.2387,9.6838,0.63018,0.37004,"M","E","GALI"
56,7.0618,9.4358,0.6133,0.38693,"M","E","GALI"
57,6.8801,9.1797,0.5962,0.40404,"M","E","GALI"
58,6.694,8.9165,0.57891,0.42134,"M","E","GALI"
59,6.504,8.6471,0.56148,0.43877,"M","E","GALI"
60,6.3107,8.3726,0.54398,0.45629,"M","E","GALI"
61,6.1147,8.0939,0.52644,0.47384,"M","E","GALI"
62,5.9165,7.8122,0.50892,0.49137,"M","E","GALI"
63,5.7168,7.5285,0.49147,0.50882,"M","E","GALI"
64,5.516,7.2439,0.47414,0.52614,"M","E","GALI"
65,5.315,6.9592,0.45698,0.54329,"M","E","GALI"
66,5.1141,6.6756,0.44004,0.56022,"M","E","GALI"
67,4.914,6.394,0.42337,0.57689,"M","E","GALI"
68,4.7152,6.1152,0.407,0.59324,"M","E","GALI"
69,4.5183,5.8401,0.39098,0.60925,"M","E","GALI"
70,4.3238,5.5695,0.37535,0.62487,"M","E","GALI"
71,4.1321,5.304,0.36013,0.64008,"M","E","GALI"
72,3.9437,5.0445,0.34537,0.65484,"M","E","GALI"
73,3.759,4.7913,0.33107,0.66913,"M","E","GALI"
74,3.5783,4.5451,0.31726,0.68293,"M","E","GALI"
75,3.402,4.3063,0.30396,0.69622,"M","E","GALI"
76,3.2304,4.0752,0.29118,0.70899,"M","E","GALI"
77,3.0636,3.8522,0.27894,0.72123,"M","E","GALI"
78,2.902,3.6375,0.26723,0.73293,"M","E","GALI"
79,2.7457,3.4312,0.25606,0.74409,"M","E","GALI"
80,2.5948,3.2336,0.24544,0.75471,"M","E","GALI"
81,2.4494,3.0445,0.23535,0.76478,"M","E","GALI"
82,2.3095,2.8642,0.22581,0.77432,"M","E","GALI"
83,2.1753,2.6925,0.2168,0.78333,"M","E","GALI"
84,2.0467,2.5293,0.20832,0.79181,"M","E","GALI"
85,1.9236,2.3746,0.20036,0.79976,"M","E","GALI"
86,1.806,2.2281,0.19291,0.8072,"M","E","GALI"
87,1.6938,2.0898,0.18598,0.81413,"M","E","GALI"
88,1.587,1.9594,0.17955,0.82056,"M","E","GALI"
89,1.4853,1.8367,0.17362,0.82648,"M","E","GALI"
90,1.3887,1.7214,0.16819,0.83191,"M","E","GALI"
91,1.2971,1.6133,0.16325,0.83685,"M","E","GALI"
92,1.2102,1.5122,0.1588,0.84129,"M","E","GALI"
93,1.1278,1.4178,0.15486,0.84523,"M","E","GALI"
94,1.0499,1.3298,0.15142,0.84867,"M","E","GALI"
95,0.9762,1.2479,0.1485,0.85159,"M","E","GALI"
96,0.9066,1.172,0.14611,0.85397,"M","E","GALI"
97,0.8409,1.1016,0.14429,0.8558,"M","E","GALI"
98,0.7789,1.0367,0.14305,0.85704,"M","E","GALI"
99,0.7204,0.9768,0.14243,0.85765,"M","E","GALI"
100,0.6652,0.9219,0.14249,0.85759,"M","E","GALI"
101,0.6132,0.8715,0.14328,0.85681,"M","E","GALI"
102,0.5643,0.8255,0.14487,0.85522,"M","E","GALI"
103,0.5183,0.7837,0.14733,0.85275,"M","E","GALI"
104,0.475,0.7459,0.15077,0.84931,"M","E","GALI"
105,0.4342,0.7118,0.15529,0.8448,"M","E","GALI"
106,0.396,0.6811,0.16098,0.83911,"M","E","GALI"
107,0.3602,0.6538,0.16795,0.83215,"M","E","GALI"
108,0.3266,0.6296,0.17627,0.82383,"M","E","GALI"
109,0.2952,0.6083,0.18598,0.81413,"M","E","GALI"
110,0.2659,0.5897,0.19704,0.80308,"M","E","GALI"
50,12.5388,15.2529,0.71096,0.28921,"F","N","GALI"
51,12.2636,14.9358,0.70144,0.29874,"F","N","GALI"
52,11.9833,14.6115,0.69177,0.30841,"F","N","GALI"
53,11.6982,14.2804,0.68195,0.31824,"F","N","GALI"
54,11.4085,13.9428,0.67198,0.32821,"F","N","GALI"
55,11.1144,13.5991,0.66188,0.33831,"F","N","GALI"
56,10.8164,13.2498,0.65167,0.34854,"F","N","GALI"
57,10.5147,12.8954,0.64134,0.35887,"F","N","GALI"
58,10.2097,12.5365,0.63092,0.3693,"F","N","GALI"
59,9.9019,12.1735,0.62041,0.37982,"F","N","GALI"
60,9.5915,11.8071,0.60983,0.3904,"F","N","GALI"
61,9.2791,11.4379,0.59919,0.40105,"F","N","GALI"
62,8.965,11.0667,0.58851,0.41174,"F","N","GALI"
63,8.6498,10.694,0.5778,0.42245,"F","N","GALI"
64,8.3339,10.3207,0.56707,0.43319,"F","N","GALI"
65,8.0177,9.9473,0.55634,0.44392,"F","N","GALI"
66,7.7019,9.5748,0.54563,0.45464,"F","N","GALI"
67,7.3868,9.2038,0.53494,0.46533,"F","N","GALI"
68,7.073,8.8351,0.5243,0.47598,"F","N","GALI"
69,6.761,8.4695,0.5137,0.48658,"F","N","GALI"
70,6.4513,8.1078,0.50317,0.49712,"F","N","GALI"
71,6.1443,7.7506,0.49271,0.50758,"F","N","GALI"
72,5.8406,7.3988,0.48233,0.51795,"F","N","GALI"
73,5.5407,7.0529,0.47204,0.52824,"F","N","GALI"
74,5.245,6.7138,0.46184,0.53843,"F","N","GALI"
75,4.954,6.3821,0.45173,0.54854,"F","N","GALI"
76,4.6682,6.0583,0.44171,0.55855,"F","N","GALI"
77,4.388,5.743,0.43177,0.56849,"F","N","GALI"
78,4.1138,5.4369,0.4219,0.57835,"F","N","GALI"
79,3.846,5.1402,0.41208,0.58816,"F","N","GALI"
80,3.5852,4.8535,0.40229,0.59794,"F","N","GALI"
