"age","ex1","ex2","p1","p2","sex","region","health"
53,26.6641,26.6641,1,1,"F","N","LE"
54,25.7552,25.7552,1,1,"F","N","LE"
55,24.8541,24.8541,1,1,"F","N","LE"
56,23.9613,23.9613,1,1,"F","N","LE"
57,23.0773,23.0773,1,1,"F","N","LE"
58,22.2028,22.2028,1,1,"F","N","LE"
59,21.3384,21.3384,1,1,"F","N","LE"
60,20.4848,20.4848,1,1,"F","N","LE"
61,19.6426,19.6426,1,1,"F","N","LE"
62,18.8125,18.8125,1,1,"F","N","LE"
63,17.9953,17.9953,1,1,"F","N","LE"
64,17.1916,17.1916,1,1,"F","N","LE"
65,16.4023,16.4023,1,1,"F","N","LE"
66,15.628,15.628,1,1,"F","N","LE"
67,14.8694,14.8694,1,1,"F","N","LE"
68,14.1273,14.1273,1,1,"F","N","LE"
69,13.4025,13.4025,1,1,"F","N","LE"
70,12.6956,12.6956,1,1,"F","N","LE"
71,12.0073,12.0073,1,1,"F","N","LE"
72,11.3383,11.3383,1,1,"F","N","LE"
73,10.6892,10.6892,1,1,"F","N","LE"
74,10.0606,10.0606,1,1,"F","N","LE"
75,9.453,9.453,1,1,"F","N","LE"
76,8.8669,8.8669,1,1,"F","N","LE"
77,8.3027,8.3027,1,1,"F","N","LE"
78,7.7608,7.7608,1,1,"F","N","LE"
79,7.2413,7.2413,1,1,"F","N","LE"
80,6.7446,6.7446,1,1,"F","N","LE"
81,6.2707,6.2707,1,1,"F","N","LE"
82,5.8196,5.8196,1,1,"F","N","LE"
83,5.3913,5.3913,1,1,"F","N","LE"
84,4.9856,4.9856,1,1,"F","N","LE"
85,4.6023,4.6023,1,1,"F","N","LE"
86,4.2411,4.2411,1,1,"F","N","LE"
87,3.9015,3.9015,1,1,"F","N","LE"
88,3.5831,3.5831,1,1,"F","N","LE"
89,3.2852,3.2852,1,1,"F","N","LE"
90,3.0073,3.0073,1,1,"F","N","LE"
91,2.7487,2.7487,1,1,"F","N","LE"
92,2.5087,2.5087,1,1,"F","N","LE"
93,2.2864,2.2864,1,1,"F","N","LE"
94,2.081,2.081,1,1,"F","N","LE"
95,1.8916,1.8916,1,1,"F","N","LE"
96,1.7176,1.7176,1,1,"F","N","LE"
97,1.5578,1.5578,1,1,"F","N","LE"
98,1.4115,1.4115,1,1,"F","N","LE"
99,1.2779,1.2779,1,1,"F","N","LE"
100,1.156,1.156,1,1,"F","N","LE"
101,1.0451,1.0451,1,1,"F","N","LE"
102,0.9443,0.9443,1,1,"F","N","LE"
103,0.8528,0.8528,1,1,"F","N","LE"
104,0.77,0.77,1,1,"F","N","LE"
105,0.6951,0.6951,1,1,"F","N","LE"
106,0.6275,0.6275,1,1,"F","N","LE"
107,0.5665,0.5665,1,1,"F","N","LE"
108,0.5115,0.5115,1,1,"F","N","LE"
109,0.4621,0.4621,1,1,"F","N","LE"
110,0.4176,0.4176,1,1,"F","N","LE"
50,28.0402,28.0402,1,1,"M","N","LE"
51,27.1086,27.1086,1,1,"M","N","LE"
52,26.1834,26.1834,1,1,"M","N","LE"
53,25.2652,25.2652,1,1,"M","N","LE"
54,24.3545,24.3545,1,1,"M","N","LE"
55,23.4519,23.4519,1,1,"M","N","LE"
56,22.5581,22.5581,1,1,"M","N","LE"
57,21.6737,21.6737,1,1,"M","N","LE"
58,20.7993,20.7993,1,1,"M","N","LE"
59,19.9358,19.9358,1,1,"M","N","LE"
60,19.0838,19.0838,1,1,"M","N","LE"
61,18.2442,18.2442,1,1,"M","N","LE"
62,17.4177,17.4177,1,1,"M","N","LE"
63,16.605,16.605,1,1,"M","N","LE"
64,15.8072,15.8072,1,1,"M","N","LE"
65,15.0249,15.0249,1,1,"M","N","LE"
66,14.259,14.259,1,1,"M","N","LE"
67,13.5104,13.5104,1,1,"M","N","LE"
68,12.7798,12.7798,1,1,"M","N","LE"
69,12.0681,12.0681,1,1,"M","N","LE"
70,11.3762,11.3762,1,1,"M","N","LE"
71,10.7046,10.7046,1,1,"M","N","LE"
72,10.0542,10.0542,1,1,"M","N","LE"
73,9.4256,9.4256,1,1,"M","N","LE"
74,8.8194,8.8194,1,1,"M","N","LE"
75,8.2361,8.2361,1,1,"M","N","LE"
76,7.6763,7.6763,1,1,"M","N","LE"
77,7.1402,7.1402,1,1,"M","N","LE"
78,6.6282,6.6282,1,1,"M","N","LE"
79,6.1404,6.1404,1,1,"M","N","LE"
80,5.677,5.677,1,1,"M","N","LE"
81,5.2378,5.2378,1,1,"M","N","LE"
82,4.8229,4.8229,1,1,"M","N","LE"
83,4.4319,4.4319,1,1,"M","N","LE"
84,4.0646,4.0646,1,1,"M","N","LE"
85,3.7204,3.7204,1,1,"M","N","LE"
86,3.3988,3.3988,1,1,"M","N","LE"
87,3.0993,3.0993,1,1,"M","N","LE"
88,2.8211,2.8211,1,1,"M","N","LE"
89,2.5634,2.5634,1,1,"M","N","LE"
90,2.3254,2.3254,1,1,"M","N","LE"
91,2.1061,2.1061,1,1,"M","N","LE"
92,1.9048,1.9048,1,1,"M","N","LE"
93,1.7203,1.7203,1,1,"M","N","LE"
94,1.5517,1.5517,1,1,"M","N","LE"
95,1.398,1.398,1,1,"M","N","LE"
96,1.2582,1.2582,1,1,"M","N","LE"
97,1.1314,1.1314,1,1,"M","N","LE"
98,1.0166,1.0166,1,1,"M","N","LE"
99,0.9128,0.9128,1,1,"M","N","LE"
100,0.8193,0.8193,1,1,"M","N","LE"
101,0.7351,0.7351,1,1,"M","N","LE"
102,0.6594,0.6594,1,1,"M","N","LE"
103,0.5916,0.5916,1,1,"M","N","LE"
104,0.5307,0.5307,1,1,"M","N","LE"
105,0.4764,0.4764,1,1,"M","N","LE"
106,0.4278,0.4278,1,1,"M","N","LE"
107,0.3844,0.3844,1,1,"M","N","LE"
108,0.3457,0.3457,1,1,"M","N","LE"
109,0.3113,0.3113,1,1,"M","N","LE"
110,0.2806,0.2806,1,1,"M","N","LE"
50,29.3832,29.3832,1,1,"F","S","LE"
51,28.4437,28.4437,1,1,"F","S","LE"
52,27.51,27.51,1,1,"F","S","LE"
53,26.5826,26.5826,1,1,"F","S","LE"
54,25.6618,25.6618,1,1,"F","S","LE"
55,24.7485,24.7485,1,1,"F","S","LE"
56,23.8429,23.8429,1,1,"F","S","LE"
57,22.9459,22.9459,1,1,"F","S","LE"
58,22.0581,22.0581,1,1,"F","S","LE"
59,21.18,21.18,1,1,"F","S","LE"
60,20.3124,20.3124,1,1,"F","S","LE"
61,19.4561,19.4561,1,1,"F","S","LE"
62,18.6118,18.6118,1,1,"F","S","LE"
63,17.7803,17.7803,1,1,"F","S","LE"
64,16.9623,16.9623,1,1,"F","S","LE"
65,16.1587,16.1587,1,1,"F","S","LE"
66,15.3703,15.3703,1,1,"F","S","LE"
67,14.598,14.598,1,1,"F","S","LE"
68,13.8425,13.8425,1,1,"F","S","LE"
69,13.1048,13.1048,1,1,"F","S","LE"
70,12.3856,12.3856,1,1,"F","S","LE"
71,11.6856,11.6856,1,1,"F","S","LE"
72,11.0058,11.0058,1,1,"F","S","LE"
73,10.3467,10.3467,1,1,"F","S","LE"
74,9.7092,9.7092,1,1,"F","S","LE"
75,9.0937,9.0937,1,1,"F","S","LE"
76,8.5009,8.5009,1,1,"F","S","LE"
77,7.9312,7.9312,1,1,"F","S","LE"
78,7.3851,7.3851,1,1,"F","S","LE"
79,6.8629,6.8629,1,1,"F","S","LE"
80,6.3648,6.3648,1,1,"F","S","LE"
81,5.8909,5.8909,1,1,"F","S","LE"
82,5.4413,5.4413,1,1,"F","S","LE"
83,5.0159,5.0159,1,1,"F","S","LE"
84,4.6144,4.6144,1,1,"F","S","LE"
85,4.2367,4.2367,1,1,"F","S","LE"
86,3.8823,3.8823,1,1,"F","S","LE"
87,3.5507,3.5507,1,1,"F","S","LE"
88,3.2414,3.2414,1,1,"F","S","LE"
89,2.9536,2.9536,1,1,"F","S","LE"
90,2.6867,2.6867,1,1,"F","S","LE"
91,2.4397,2.4397,1,1,"F","S","LE"
92,2.212,2.212,1,1,"F","S","LE"
93,2.0024,2.0024,1,1,"F","S","LE"
94,1.8101,1.8101,1,1,"F","S","LE"
95,1.6342,1.6342,1,1,"F","S","LE"
96,1.4735,1.4735,1,1,"F","S","LE"
97,1.3272,1.3272,1,1,"F","S","LE"
98,1.1943,1.1943,1,1,"F","S","LE"
99,1.0738,1.0738,1,1,"F","S","LE"
100,0.9648,0.9648,1,1,"F","S","LE"
101,0.8664,0.8664,1,1,"F","S","LE"
102,0.7777,0.7777,1,1,"F","S","LE"
103,0.6979,0.6979,1,1,"F","S","LE"
104,0.6263,0.6263,1,1,"F","S","LE"
105,0.562,0.562,1,1,"F","S","LE"
106,0.5045,0.5045,1,1,"F","S","LE"
107,0.453,0.453,1,1,"F","S","LE"
108,0.407,0.407,1,1,"F","S","LE"
109,0.366,0.366,1,1,"F","S","LE"
110,0.3295,0.3295,1,1,"F","S","LE"
50,23.3109,23.3109,1,1,"M","S","LE"
51,22.4914,22.4914,1,1,"M","S","LE"
52,21.6827,21.6827,1,1,"M","S","LE"
53,20.8853,20.8853,1,1,"M","S","LE"
54,20.0996,20.0996,1,1,"M","S","LE"
55,19.3262,19.3262,1,1,"M","S","LE"
56,18.5656,18.5656,1,1,"M","S","LE"
57,17.8182,17.8182,1,1,"M","S","LE"
58,17.0845,17.0845,1,1,"M","S","LE"
59,16.365,16.365,1,1,"M","S","LE"
60,15.6601,15.6601,1,1,"M","S","LE"
61,14.9703,14.9703,1,1,"M","S","LE"
62,14.296,14.296,1,1,"M","S","LE"
63,13.6376,13.6376,1,1,"M","S","LE"
64,12.9956,12.9956,1,1,"M","S","LE"
65,12.3703,12.3703,1,1,"M","S","LE"
66,11.762,11.762,1,1,"M","S","LE"
67,11.171,11.171,1,1,"M","S","LE"
68,10.5977,10.5977,1,1,"M","S","LE"
69,10.0423,10.0423,1,1,"M","S","LE"
70,9.5049,9.5049,1,1,"M","S","LE"
71,8.9858,8.9858,1,1,"M","S","LE"
72,8.4851,8.4851,1,1,"M","S","LE"
73,8.0028,8.0028,1,1,"M","S","LE"
74,7.539,7.539,1,1,"M","S","LE"
75,7.0937,7.0937,1,1,"M","S","LE"
76,6.6669,6.6669,1,1,"M","S","LE"
77,6.2583,6.2583,1,1,"M","S","LE"
78,5.8679,5.8679,1,1,"M","S","LE"
79,5.4955,5.4955,1,1,"M","S","LE"
80,5.1408,5.1408,1,1,"M","S","LE"
81,4.8036,4.8036,1,1,"M","S","LE"
82,4.4835,4.4835,1,1,"M","S","LE"
83,4.1801,4.1801,1,1,"M","S","LE"
84,3.8932,3.8932,1,1,"M","S","LE"
85,3.6221,3.6221,1,1,"M","S","LE"
86,3.3665,3.3665,1,1,"M","S","LE"
87,3.1258,3.1258,1,1,"M","S","LE"
88,2.8996,2.8996,1,1,"M","S","LE"
89,2.6873,2.6873,1,1,"M","S","LE"
90,2.4884,2.4884,1,1,"M","S","LE"
91,2.3023,2.3023,1,1,"M","S","LE"
92,2.1284,2.1284,1,1,"M","S","LE"
93,1.9662,1.9662,1,1,"M","S","LE"
94,1.8152,1.8152,1,1,"M","S","LE"
95,1.6746,1.6746,1,1,"M","S","LE"
96,1.544,1.544,1,1,"M","S","LE"
97,1.4228,1.4228,1,1,"M","S","LE"
98,1.3106,1.3106,1,1,"M","S","LE"
99,1.2066,1.2066,1,1,"M","S","LE"
100,1.1105,1.1105,1,1,"M","S","LE"
101,1.0217,1.0217,1,1,"M","S","LE"
102,0.9398,0.9398,1,1,"M","S","LE"
103,0.8644,0.8644,1,1,"M","S","LE"
104,0.7948,0.7948,1,1,"M","S","LE"
105,0.7308,0.7308,1,1,"M","S","LE"
106,0.672,0.672,1,1,"M","S","LE"
107,0.618,0.618,1,1,"M","S","LE"
108,0.5684,0.5684,1,1,"M","S","LE"
109,0.5229,0.5229,1,1,"M","S","LE"
110,0.4812,0.4812,1,1,"M","S","LE"
